"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
2.07626563135592,3,1,3.90117432803876,4.00133803556817,2,2.62040480957715,3.88177108358224,4.5,4,5,3,1,1.22228947561234
2.46363427648781,2,2,1.5,3.97556418575946,4,2.35636923291637,3.00652693558397,2.64048522550086,4,4,3.5,2,1.24157998990268
2,1.66879985151501,1.84690404758035,1,3.80565860821485,5,4,5,2.39408932033519,4,3.06766384691218,1,3,4.61552105657756
2,1.5,4.44227634210371,5,4.29675422335776,4.64867277921734,5,5,3.32730338286145,5,4,4.5,4,3.78684745356441
4.00414392702289,4,4,4,4.03811400985774,4,4.5,1,4,2.17762438891667,3.7295286247446,3,5,4.12503813486546
2.94333229595431,1,2,2.43704677039646,4.03207679293451,5,4.78224060516944,3.77032980269444,3,4,3,4,6,2.96912026777864
3.83227261747856,1,1,2,4.49656882493294,5,4.63369997417733,4.45900997146578,4,2.14279450918977,5,2.5,7,3.13098259922117
4,2,3.5,4.64645100203516,4.11736924381118,3.48729302416575,4,4,4,4,3.3901481997406,3,8,3.49127153307199
2.5,1.33912293895649,1.83468466684888,4.42911842229547,5,4,3.8553563821421,5.0880116108555,3.27337756064097,4,4,3,9,2.66877341736108
2.42195713994468,3,3,4,5,3,3.83597264233471,3.4358272842081,2.94766608904896,2,4,1,10,1.6342410184443
4,1,2.55236402496753,4,3.72948328857092,5,4.5,5,3.5002272928489,3.75291291358473,4.99392158342944,2,11,3.64258284308016
4.77503961642797,0.987447529234508,2,4.3465755294747,4.58175183850772,4.3940659711118,4,5,3.5,3.36437304370937,3,1,12,4.08821381255984
3.94204587089081,1,1,3.79782546138672,5,5,4.88328955840729,5,3.5,4,3.41894027142039,1.5,13,2.38389022182673
2,3,2.53430789556639,5.58013487138026,4,5.40014240334653,5.43755366380863,4,1,5,2,2.5,14,1.35475468356162
4,1.5,2,5,4,4.52446521783327,4.43584421723102,5,4.50987854890304,5,5,1,15,4.46800940670073
5.42092041508671,1,2,3.5,4.00706381659137,4,4.68024615376128,5,3.33755597454214,4.30367598860591,4.01699905561146,1.5,16,3.42770308814943
3,1,1,1,3,2.51409461326058,3.35408377256203,2.42121126088294,2.19321895655289,2,5,2,17,4.04338433034718
1.5,2,2,3.10329684668767,5,4,4,4,2.84141844136479,4.12480470269533,4.91433308802151,2,18,2.67359008360654
4.24130972120859,1,3,2,3,4,4,2.83763770798197,3,2.88717828743861,5,1.5,19,2.11724762618542
2.63854583731211,1.99758622324621,0.873867602054641,2,4.3868894793854,5,4,5.24048638092532,2,3.23115579006152,4,1,20,4.15101832523942
2,2,4,1,2,3.02446954192292,1.49547937212391,2,3.45015644737764,1,5,4,21,2.30326794739813
1.81629284879188,2,2,0.956041734238324,3,4,2,4,4,4.26450057657886,3.25605233160499,4,22,1.89672043733299
4,2,1.93361496148923,1,5.09819305535158,5,4,3.79034207023518,1.21976932887301,2,2.48098098608448,2.5,23,1.7292974870652
2,2.66465547117688,1.88375424627834,3.02017661465695,3.43978073905662,4,4,3.6740325848988,4,3,3.98673506316066,4,24,2.60383826028556
2.18453040359345,1,1,4.35759894427792,4,4.75738523145536,5.21422071673042,5,3,2,3,3.5,25,3.69399955030531
3,1.49487117212462,2.04771975503995,4.52418423698756,4.0537636916481,4,5,3.53311973942088,4,4,4,3,26,1.21757052652538
4,1,3,3,5,5,4.55796435897886,4,3.74829301548836,2.44851243687293,2.92827821120411,4,27,3.50585793796927
2,1,1,4.36581291191676,4,4.3955838977934,4,5,4,5.18825337679029,5.21894244057501,2,28,1.90049741603434
3.30526379065673,2,2,2.25272022604851,4.00487560082183,5.08917770829434,4.09463300855672,4.08757138343577,2.5,2.61280649460831,4.5,1,29,2.17233783192933
4.03230304500488,1,4,0.585805213271857,2,4,4,3.94841632266942,2,0.123478441646412,5,3,30,3.80424724239856
3.53214616937455,2.5,1,2,3.47632375551319,4,4,4,4,4,5.39374817445722,1,31,2.23081564810127
2.80365960431826,1,1.78224557518711,3,4,3.34076184818184,6.30655949367975,4,3.73880357641749,4,5,1.66666666666667,32,3.07154686842114
2,2,2.05025295659842,1,2.85841422779806,3.35709228828793,4,3.25034862849367,2.33505678304649,1,3,1.5,33,1.54637461155653
5,1,2,4,3.96888583824718,5,4.78151982837955,4.83684353891778,2.54760640627007,4,4,1,34,2.70233156532049
3.91606723980816,1.5,2,3,4.26265031413433,5.3427237275911,5,5,4,4,4,2,35,3.80999316554517
3,2,1.5,5,3.96901764712955,5,5,3.86899491853597,3.68000796839083,4.7175451001246,4,2,36,3.82844226434827
2,0.995740398983148,1,1,4.81497674006405,3.8787995702743,3,5,3.46830915198682,2,2,2,37,1.83971360884607
4.16066124431644,2,1,3,5,5,4.61199845165971,6.30878837675125,3.62894501490934,5,4.25321405927219,3,38,2.23596312385052
4,0.999110986348331,2,4,4,5.9846964079017,5.51703033861523,5,3.42669435804593,4,5,2,39,4.17060316819698
2,1.6645255853042,0.227664892908686,3,5.13273348858319,5,4,5.26136100895739,3.3647564287606,2,5,2,40,4.3338605677709
5,1,1.26628336499592,3.60814691064587,4.5,5,4.31409655634496,5,4,3.93988620933332,4.65057613925943,1.66666666666667,41,4.30259883217514
