"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
4.15700715456667,2,2.23181965708108,3,4,4,4.01735506447714,2,3,2.29564572594592,3.14966851788015,3.96339679038199,1,3.48603716865182
2,1.99839500117104,2.03839927006186,2.10993717610643,5,4.01672584798487,4,2,3,2,3.77810475493492,1.02620883508927,2,3.17870590370148
3,3,3.53923658211838,2.64385122864152,4.00597388770657,4.04156183405394,4.43478810355926,2,3,2,3.0540506589774,1.61452518731738,3,3.51474971324205
3,2,3.25531870503395,3,4.06453482859531,4.30528912476097,4,4,2.91512597172322,2.78629804063589,3,2,4,1.55696751829237
4,2,2,4,4.00889421193774,4,2.81358296933995,1.50252048944229,2,1.93210614305831,3,2.73676064736165,5,4.2407191907987
4.69766600199599,3,4,3,5.51960753060575,4.12792377614955,3.97083391476457,3,2.28977199390206,2.88906068748696,3,3,6,2.06791928224266
4.21396444010666,3,3,4,5.11307926783316,2.58969205905636,4.54721056827813,3,3.29649948841507,1.80809280637349,3.5,3,7,3.48054728470743
4,3,4.09989530539101,4,3.84831808296442,3.94301800987171,4,4,4.72411694710566,3.77855011910624,4,3,8,1.93360881414264
1.70391398457908,3,2.96408424841065,4.16350814254459,4,4.02795933553401,2.98626042226891,3.5,1.21543873066903,4,3,3,9,1.47586724534631
5.08227017286801,4.18944816006178,3,3,4.03439522219143,4.53321244738585,3.16624463820049,4,3.77786613738211,3,4,4,10,4.46567097865045
3,3.47421927871442,3,4,4,3.9570711285446,3.98079763932186,3.00933915894345,4,3.60868618243269,3.8146971020689,4.27002998670237,11,4.92581761814654
4.68097688906079,2,4.450408132114,4,4,4.73915434981547,5.70672983365361,3,2.65254879683686,3,4,1.55211830369731,12,1.11248893011361
3.12947895719831,2.00250774032442,2.93399785807872,3.7184483008818,4.02089478641438,4,3.98963302715819,2,2,3,3.43327447875499,4.15069453980777,13,1.64634539186954
1.46051635093647,4.7570491888601,3,2.57817717799644,3.98801363290696,4.02177828699048,3.9041098175881,3.32590611166444,2.5,2.76524352226001,4,3.00561284743079,14,1.12117198295891
2.91623214626091,1.69370907589375,4,3,4,3.03724073775914,3.84802125880245,2,4,4,4,1.46052968451128,15,4.982431454584
2.57313414247502,4,4,3.32104072701115,4.02338794445395,4.00184878171829,4.01729662622817,5,4,4,2.16397704101838,5.09325450575287,16,2.13745233323425
3.96503676174308,1.99822285445746,3,3,4.50658817474306,2.74249054798012,2.39615323011215,4,3.51619828380054,2,4,3,17,1.00906747765839
3.79693629684912,3,4,2.832296038615,4.26595762485136,4.00531949091478,3.9922484891059,2,3.9681884724713,3,3,4.74744875191106,18,3.58383593242615
4.28781019497479,2.97014523798081,4.48952193820564,4.05491051593976,4,5,3.73397253698617,2,3.5,4,4,4.12147133437664,19,1.36560528725386
