"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
2,2,3.67861038026965,4,3.32587616794114,4.58988986641033,4,4,3.12008877796756,3.98665358857343,3,4,1,3.36514583602548
4.36239410991874,2,1.61462563685057,2,4.92593543972924,4,5.18167418065398,5,4,4.00120398091323,4.6457335299156,2.00886517715603,2,4.69432997703552
2.94056741038332,1,1,2,4,5.16791535573837,5.61303916850663,5,5,5,4,2,3,2.14386333338916
4,2,3.06953437848492,3.16171857002993,2,4.04243454929903,4.04650328696292,2.14337223354318,4,4,4,3,4,4.98316989094019
3.19577053069972,2,3,4,4,4,1.83513189469673,4,4,2,4.74773996091606,2,5,4.38957628700882
3,1,2,4,4.95185606683429,4.5,4,5.81854994919189,3.85435784236601,4.88254985536654,4.38042175860659,4,6,4.30932204704732
4.44978643099043,1.66666666666667,3.54831963518365,5,5.19591113194434,4.13875485674538,4,4,3,3.9769967565053,4,2,7,2.12894504796714
2,1.5,1.1826664833648,2,3.06667141457064,4.28376305120915,4,4.67300058911568,2.21582430892034,4,3.5,2.5,8,1.42473436240107
3,1.5,2.80819409531397,3.63316319474503,4,4.03987026488892,2.1167194695519,4.5,4.08993474758735,2,2.69153928336207,4,9,1.80185535736382
4.33189609674997,2,2,5,6.0753474165399,4,4.5,5,4,4.13264461706684,3.3926660170862,4,10,2.51217665616423
3,2,2,4,5.01338617896281,5,4,3.74220562058118,3.91302002889231,4,4,2,11,4.82139668706805
3,2,1,3.79837754851515,3,5,4.16555899400057,4,3,1.42081363123234,3.22271994009443,1,12,4.89211545884609
2.5,1.5,2,3.44869027229431,4,4,3,5.26669799209342,3.42996857401832,4.67903568990991,4.44784634000938,3,13,1.77805361803621
4,2,4,4,3.98018230013878,4.32359032287681,3.17110296932203,5,3.34978409646484,4,5,1,14,3.28538845386356
5,1,2,4.59885634259486,2.6557078417607,4,2.5,3.81058208902024,4,4.14527315036847,5,1,15,4.40389150101691
2.5226992610497,1.5,1,4.5,5,5,3.76161155722055,4,4.49420938823357,2,4.54422720636759,2,16,2.43800515681505
2,1,2,4,3.97702240322873,5,3.79163071757788,5,5.15585493665707,5,4.38157366687598,4,17,1.6554846977815
2.60357124408804,1,2,4,3.29712469609273,3.67507792175318,4.18788909163453,4,4,2.99900306980197,4.94966976526465,2,18,2.40915380511433
3,1,4,4.55576477658657,3.1838746449719,5,4.00785579739895,2.82045601802256,4,4,5,4,19,1.50018178671598
4,1,2.17293016696986,4.36349181724743,3,4.5,3.92493715400866,4.55122713119409,5,2.24019787053966,4.53674772362406,3,20,2.79390922281891
4,2,2.23985134667681,3,5.30029139954019,4.10248062957346,4,4,4.79101804994645,5.87308110078317,5,1.33333333333333,21,3.88889022823423
2.8039634068433,1,2,4,4.02959871090808,4,4,4.86543151720722,5,4,4,3,22,2.86391592305154
2.5,2,2,3.47083083900002,4.03095747883641,3.71803745443468,4,4,4.55779999517865,3.9938501604746,2,2,23,2.84392247442156
3.5,2,2.32740436000891,4.96790309752559,3.94047117142671,3.41065655150075,4,4,2.85928553237042,5,2,2,24,1.18499487359077
4,2,4,4,4,4,3.19862913558317,4,3.59253030732748,4.40859191974277,2.44674972581183,2.5,25,4.63717409502715
3.90613910456345,1.5,4,4,3.73149483741326,4,4,5,4,4.03940771188167,5.77421825023041,4,26,2.33175255358219
5.66479331667347,1,2,4,3.61902589343244,3.06605893572301,3,5,4.70202782023574,2.05816836415921,4,2.0045683964446,27,3.85818533506244
4,2,3,3.13111245136514,5,5,4.95755401058766,2.32204743616518,2,4,2,4,28,1.50436740089208
4,1,2,4,4,4.5,4,4.99670866940571,3.1216354025819,2.97563783902142,3.10035778735847,2,29,4.7377106975764
3.40577407935557,2,1.34330447437609,3.33916869023908,4.03512622277302,3.57673708439469,3.68977643286519,4,3.5,4,4.47676041994267,2.01417772069006,30,2.4367656679824
2,1.5,1.45468669824557,3.46333710472016,3.99101678263025,6.21313269391685,5,5.48122775163229,4,3.59343152472701,5,2,31,4.57514888886362
4,2,4,4,3.56330067811562,4.92783479534445,5.20099432325803,4.5,2.31963898233646,3.98849080405356,2.46557786174472,2,32,4.79359725676477
3,2,2,2.92627620594958,4,4,4.8666831630449,5,2.98612334527776,4,4.40481622027167,2,33,4.58467572554946
3.64980236385308,1.33333333333333,1.14241165503221,4,4.68523221579746,5,5,6.9815231344253,4,4,4,2,34,3.71296459063888
3.5,1,2,3.76371887488999,3,5,5.27488199320808,5,3.333018472041,2.30914159410561,3.94262657742447,2,35,4.21049236506224
2.26043412392436,2,2,4,4,4.5,3.71579848946298,4.93118023757401,4,4,3.91551535415666,3.00460718045896,36,4.57724779099226
2,1,2,3.25144156462583,3.97812160228597,3.95104368036183,4.18740966607775,5,5,2,4.95950704895112,2,37,2.40151094738394
1.55390869120179,1,4,2,4.44142682205041,4.36948804434216,5,4.5,4,3.68982899557643,3.80440279648188,2,38,1.37187934480608
4,1.66666666666667,1.9826925307372,4,4.00918387167034,4,4.57963167226961,5,3.6539587357924,2,4.24938402807882,4,39,1.93944450188428
4,1.5,2,4.07868673514079,2.88099781846968,4,4,5,5,4,3.3050721873003,2,40,2.20268129371107
4,2,4,2.91258458461484,5.21031444322193,5.84679821076113,4.5,5,2,2.73750255618199,5,4,41,4.1415701135993
