"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
4.25228070560854,4,3,3.29259765152591,4.15894961045337,5,5,2,3.41071365305951,3,5,5,1,3.19589565135539
3.99991093894805,3,3,4,4.5,4,3.91758611356753,2.93080430619957,3,4.15920501803717,4.69077657714676,4.18510645273548,2,1.44896388892084
4,2,3.15848212291658,3.93731906777762,3.36687362407609,3,4,2.15059408552986,1.81729559892167,2,4,2,3,1.76764124818146
4,1,3.81534626165827,2.8249823039186,3.7766195824772,3,3.56739832930904,4,4,3,3.5,1.9828277767871,4,4.76901163440198
3.85904990527674,4,4,4,5,4.83555467350182,5.82686448056254,4,5,4.9871446164939,5,3.52133200274592,5,2.21520706638694
3.34726258468846,4.58022245996112,4,4,4,3.72223041432312,4.62059396477325,3.20664733995125,3.5,2.80120108304272,4,4.29210656662292,6,1.79223581030965
2.98602193930543,2,2.5,2.66001187078384,4,4,3.00083268852589,4.19672496142707,3,1,4.89752934773621,2.4410171154745,7,2.11061703041196
3.99363431313174,2.66297592021523,2,2.71705286182438,4.6067157620166,2.75530163866643,4,1.60699814259723,4,2.5,4,2,8,2.96956678945571
4,4,4,4,5.32289152041469,3.99741550056618,4.1220357907646,4.6835169852979,4,3.77772111621585,4,4.84879218151958,9,3.97704165242612
5.17051853528788,4.0596749632485,4,6.13537299277063,4.59495527784933,4,4.84537920591232,4,5.43788373611258,4,4,4.5,10,2.77932558953762
4,3,5.25495081767875,4,3,4.29319835566022,4.2089381090518,4,3.07173746741792,4,4,2,11,3.66955077182502
2,4,4,4,2.92734203719275,2.2885644920191,2,1.81855708459696,3.00534513954362,4,3,3,12,3.59698128513992
2,2.33993669175945,2,3,5.03050745673166,4.43318431041275,4.37041775469702,4.08358233310017,2.5,3.20577039391929,3,2.47502128005698,13,2.44945473689586
2.96486514520526,3.20134987663009,4.56421535161551,1,3.15666205410244,3.02719448720484,3,5,3,5,4,4,14,4.73752599954605
2.92472296004597,4,2.5,3.08003992215142,4,4.26557984408526,4,2.31816427514462,4.69959950042294,3.5,3.43183104363765,2,15,1.52564609702677
4.08427122933917,2.19758425724749,3.90469725987181,3,4,4,4.53853762975286,3.5,3,2.22740108343042,4.34555504539516,4,16,1.05432299897075
4,4,4.26044091052666,3.39678015802079,4,4,2.9964731839351,3,3,4,3.54186535011718,2.14791955518171,17,4.46392428968102
5,3,3,4.23856517215181,4.15759525361729,4,4,3.99123770734878,4,4,4,2.82583051633332,18,3.70596735645086
2.31622449263022,2,1.86281811222287,1.68026774508499,4,3.35668724640266,2,3,2.04078866967057,2,2.21588694061042,2,19,2.51993089634925
3,2,3,4.0422051304873,3,2,3.05680840735038,3.70504409364563,2,3,4,2.27311138042827,20,4.77153637260199
3.99801229037067,4,1.84951980678998,3.82188398082616,4.98466390055264,3.53642468553748,3.52889916541964,2.60538059385858,4,4,2,2.91001598870754,21,4.31498553883284
3.50459002545401,3.90687188036589,4,3.20522188282245,4,4,3.78785581413193,4.04809588691661,3,4,3.16501597736007,4,22,2.69194301124662
3.03596457789396,2.73769181899357,2.73350515037127,3,4.54541911144865,3.97633287016839,3,3.5,4,2,3,3,23,2.90912363119423
4.68163034292949,3.2576674531516,4,3.33017506602057,3.38486250263785,4,3.00087029104208,2.89047188803487,4,2,4,4,24,4.01504154782742
3,3,3.29714793878909,4.47555162512522,4,3,4,2,2,3.10125004158368,5.19422699686775,1.66106587910893,25,1.0691396407783
4,2,2.66218261481978,2,4,3.320545987058,3.01920598128527,4,2.2227974448882,2,5,2,26,4.31280053686351
3,2,4.03242533389017,2,4,3,3.42884957928114,2.36503895501703,1.3306550411247,1.15874483216939,2,3,27,4.38890742789954
2,4.26300798276184,4,4.32336947533398,4,4,4,3.36039439735104,4.79185580649476,4,3.94534759938098,4,28,3.15708273649216
4,2,3,4,2.9051922467575,3.93445940659726,3,3.49137243927989,1.1322349235122,1.38630396338441,1.83566511351508,4,29,2.3415685147047
3.25496702364957,2,3,3.16967649791538,4.27592532369004,4.04396424230801,4,2,3.21889742743036,2,2.41015348922452,2,30,2.66698874533176
3.71574607076052,3.6689173954481,4,2.50808583035392,4,2,4,1.82902437489396,2,2,2.42929137211748,2,31,4.5219238018617
4,2.8915286110049,2,4,4,4.49841854824169,4.60551387930689,4.81735078582632,4,3,4,4,32,3.73485178872943
4.20543016116625,3.44632581695639,3,3,4.51191655661823,4,4,3,3.5,2.50966508775792,4,2.83688035546063,33,1.62843076419085
4.00471417342949,4,4.1168417565384,3.2656057465993,4,3,3.6855091779836,2,3.58014705873637,2.15797838056475,2,4,34,1.88694989867508
4,5,4.42037929983868,4,4,4.38568446110525,4.25474919452062,4,4.24523484714689,4,3.93750912789663,4,35,4.39813679084182
2.73469538404904,2,4,4,3.52827166359878,3.77006032491624,4,2.33479304211153,3,4.08635583428522,2.48635755637673,3.30710218531758,36,1.93116069491953
2,2.60684646776588,3,2,4,4,3.1916739330001,2.93781762472655,3,3.39879878882216,2,3,37,3.05845586024225
4,3.61551270505035,2.09579210033808,4,4,3.24113894618926,3.30127516476212,4,4,4,4,3,38,3.48465705756098
1.61645076648563,2,2,2,3.5,2.99564188726298,2.92818393541504,2,1.66232498939812,2,2.02356396444253,1,39,2.24198773968965
3.29504141681823,4,3.32012331921338,4,4,4.60843484135697,2.99756172785054,4,3,4,3.57272394851978,2.44331428618217,40,2.00438475422561
4,2,4,2,2.9952028482038,2.95451687799258,4,3.67511642294878,2.74491992814586,3,2,2,41,1.50596756208688
2.74209472719251,4,3,3.1081101287157,5,4.00630370571388,4.52196154125553,3,3.23431341571504,1.78997010420259,3.78973623412312,1,42,1.838124897331
5,4,2.04804438285101,4,4.5675876962822,2.37213825051545,4,2,2.54413187553573,2,2,2.16829940738313,43,3.47037858143449
4,3.79856511937246,4,4,3.95230710083342,4,4,3.35257559961455,3,2.88677734702763,4,2.18282934043816,44,3.16236480977386
2.81078307551009,3,4.20038810786146,4,4,3,1.93722312847112,3,3.52833928718966,3.68895462558276,4,3,45,1.27970632258803
2.45366715363006,2,2.5,2.44585123310395,4,4,4.27060433640326,2.47747963953123,2,1,5.43906448385388,1.65095531598133,46,4.03975039161742
