"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3,2.98974237091111,2.5,1.64454556171175,5,3.89840286716201,4,3.12849765448727,1.64447143713314,3,1.5,2,1,2.0794997792691
1.89032197568361,4.07889211595286,1.5,2.10686399290257,3.46784693864105,5,4,3.5,4,3.24428999272512,3.5,2.82399383122533,2,1.75195865239948
3.20558961793961,4,2.5,1,2.14790970063603,5,4,4,3.33549115404652,4.31745448440365,4,4,3,2.3349496871233
2.24705451587743,3.69819622335249,2,2,4,5,4,5,4,1.40975465904674,3,4,4,2.86373043525964
4.42554534258395,2.05116413931232,1.5,2,3.7761299015706,4,5.23307057548769,4.5,3.5,3,2,3.90763468191337,5,4.23932320903987
3.31305181269879,4,2,2,4,4.5,4.46346638983305,5,1.95155085276951,1.92854804204041,2,4,6,1.61844884976745
5,3,2,3,3.16450476222971,3,4.02646075176036,5,3,2,4,4.58860777314039,7,2.62669207341969
2.96549514437985,4,1.5,1,5,4.50668466395276,4.5,4.51407880290664,4,5.10013722271039,3,3.55486118878041,8,1.12688338570297
5,4,2,2,2.59670258967895,5.18498825168343,4,5,4,5.48517663031807,1.5,5.05728359138818,9,1.35823384299874
4,5,2,3,5,4.5,3.90706117736944,4.18272489528888,3.17767592054934,4.10139646299882,2,4,10,2.61852756794542
4,4.37376504118936,3,3.41693647024834,4,4.40094906178103,4,3.66546069317372,4,1,3,4,11,3.83642264921218
4,2.25317680522298,1.5,2,2.22707497687092,3.41150100281934,4,4,3,5,2,3,12,2.83470627013594
4.75196677887509,4.1785153734764,1,2,4,4,4,3.58619697718051,4.15389571015093,3.93437918846638,1.5,3.5,13,1.23779599927366
2,2.41007341184731,1,2,2.56930259723027,4.71058394812038,3,4,3.28027352005894,4,3,3,14,3.89187467284501
2,4,2,3,4,5,4,2.5103358690599,3.01130658962377,2.61774566086926,4,2,15,2.4742965279147
2.5,2.83645831946034,2,2,3.48689290946264,4,3.22044259750182,2.89551765599749,4,4,2,4,16,3.36589805781841
3.30733023166137,5,2,2,4,4,4.0018554256395,4,4,3,2,4.47062821289663,17,4.00111014489084
2.42108737862155,4,4,3.69702202804777,2,3,2.577156281192,4,3.04523580935493,3,3.33333333333333,1.17624792324468,18,4.54618575889617
2.02824463660489,1.78927025409049,2,2,2.74493803016932,1.96437737199183,2,3.5,4,4,1,2,19,3.47538212221116
4.7745541287363,4,2,2,4,3.4267480010485,4,4,4.84436664032248,4,4,3,20,3.81054183281958
4.33111908506761,2.62600911696705,1.5,3.80370687181164,4,5,4,4,4,2.86867620786724,2.5,2,21,4.79628155659884
2.80755637804863,4,2,2,3.66883944676696,4.65382739552089,5,4,3.61370206293416,4,2.5,3,22,4.4936942383647
3,4,2,1,5.03974316078448,4,4,4,4.29624776026778,3.37251300579521,3,2,23,1.40035514999181
