"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
3,4.31044578832979,4,4,5,4.77782835520308,5,4.12379754963787,2.49003134352306,3.02956922467964,4.29915664282497,3,1,3.72525743767619
3.23181116006237,3,5,5,4.99549652538028,3.91333579139016,4.5,4,3.89691273783518,5,2.71810121024471,3,2,2.91430706344545
2,1.68506324049212,3,3.66092384070995,5,3,2,3.19866785769666,1.76637782258609,3,4.01892561593453,3.5,3,1.70623613800853
1.83965299049629,3.5,4,4.28400917678866,4,3.85092387025332,2.44489334860845,3.78185273659282,3.42744893184098,4,3,3.25398647818688,4,4.34654375817627
4,3,2.8789911104989,3,4,3,3.62085321409337,4,3.1070589438654,2.75508305482452,3.00738525646299,3,5,4.37155520357192
1.51668323887777,3,3.40545489600466,4,3,2.92270072338597,2.97956734786171,4,3.24519402926382,3,3.0155456053347,3,6,1.07706178538501
2.70280387350132,3,2,4,5.19333019936083,3.11601739742562,5,3,4,2,4,4.60560268092872,7,2.88101801741868
2.03971650375938,4.72380652361913,2.5,5.36953228210542,4.50087433908278,3.88650021497848,3.58978657942203,3.23566066290141,2,3.5,3.5,4,8,4.4040314629674
3.09899608290336,3,3.5,3,3,3.34715578536986,2.60728674581542,4.08537985426182,2.0827779166592,4,3,3,9,2.07485693413764
3.4770293923037,4,4,5,3,3.99438819576147,4.24337457678851,2,3,4,2.99670430938385,4.28615542661381,10,4.92608620226383
2.01104481932309,3,4,4,3.65242708279482,4,2,2,3.32225013771045,4.90178815493692,1,0.892954154859579,11,2.0832989839837
3,1.96896711410198,3.34494084165204,3,3.56968836770846,3,3.00105660095219,2.0460549792928,2,2.25143143690452,4,3.02985811518652,12,2.92797647416592
2.20042154217206,4,3,3.71352506784266,4,4,3.74442294359248,3,5,3,3,3.29394827452255,13,2.14774774946272
2,5.25510258325831,3.00917811330437,4,4,4,4.039169507818,3,4,5.02008630627351,4,4,14,1.31145341135561
3.04326986588292,3,3.22573472184906,5,4.94545392504125,4,4.05213020486462,2.5,3,3.59795608767636,3.50069242624542,3.84782857295315,15,3.70200532861054
2.74982217966128,4.46560429153889,4,4,3,3.54607894283472,3.42501620884471,4,3,3,3,2,16,2.15818261913955
4.12429753047707,4.27561838576167,4,3,3,4.2685598540674,3.54086675217377,3,4,3,4,2,17,2.81946189515293
3,2.37864836412907,3,2.85713899673404,3,3,4,1.15906712623142,2,4,3.06786451418826,2,18,4.9774571461603
4.4074436681773,4,2,3.37777805705478,3.82167299076415,4.27537970133371,5,3,3.50376233160402,3.5,3.00965120666643,3,19,4.16082479525357
4,4,2.73465508480797,4.2519315084438,2.76344803496179,3.5,3.49343220317113,4,3.54289094231294,3.87543039682832,3.05913101922855,3,20,1.60751812811941
4.2883127448129,3.5,4,3.16465643795139,5.10808948850705,3,3.50816124107088,3.06803548852504,3.16434252758577,4,3.30637291106739,2.84689077306828,21,2.70992248412222
4,3.54038197581771,2.67942418953465,3.59103835052596,3,3,2.82353066431146,3,4,3,2.99134293297262,3,22,4.16513472609222
2,3.40660795831179,3,4.22492580004562,5,4,4,1.97097348504677,3,3,3.85823988112305,5.52110852109166,23,4.5173785770312
4,3,3,3.41531358697603,4,4,4,3.00619262189317,2.30375982810555,3,3.49698438745567,3,24,4.8353721704334
