"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
3,3.04483870013479,1.5,3.11445106034175,4.06650038979943,4,4,3,5,4.72269973234811,2.5,5,1,1.91289788857102
1,2.47589205927922,2,2,4.21696252526471,5,3,2,2,3.47522613668514,2.5,2.64608539250634,2,4.95605545770377
4.109464684684,2,3,2,3.64254064131848,3.9180684535812,3.35245568502444,3,2.87593180282399,2,3,2.78427851740737,3,4.83823294285685
1.5,4,2.5,2.41608787181242,3.1614446952867,4.41918993493971,3.5287337756044,3.91505294334646,3,3,2,2.99120038111525,4,2.17838023044169
1,2.35811023837808,3,1.00173133478089,2,4,4.06942027588254,3.81339946461443,2.5,2.77342364358305,3.5,3.42151595365274,5,2.89579783659428
4.18128999615655,4.17416444881436,2,2,3,4,5.1822742368815,2.5482072043833,4.50868751522238,4,2,4,6,1.36160911805928
3.26779128370018,3,2.33333333333333,2.04585832286138,2.5,4.76023293309215,4,3.73325389161822,3,4,3,2.76205751567697,7,3.13560997135937
2,3,2,3.63033505160484,2.81710739294713,2.97549155429967,4.04741069034489,3,2,3.5,3,1.80255991132602,8,2.16976227611303
1,2.22415076176339,2,3.23007124442696,4.73029621397862,3.53287548301652,5.10979337761174,4,3.80755237435558,3.5,3,4,9,4.75868426635861
4.47001477979606,3.65490887054193,2,2,4,5.73337044210464,4.24680282793442,4,4,4,2,4,10,1.66764123179018
3.38899799788465,4,3,3,3,4.6188013629452,3,2.32565322983421,4,4.25253441978854,2.5,4.58921247542714,11,3.24459718819708
2,4,2,2,4,4,4.13068734751509,4.83512174607144,3.28678071625302,4,2.5,4,12,3.00702260993421
2.35053918606338,4.76829226504806,2,2,3,4,4,3.71030230297153,4,2.65674216177335,2,4,13,2.61434809770435
4,4,1.5,1,2,5,3.53311379348866,2.67975841145496,5,4,1,4.22985854633832,14,3.79402557387948
3.25878969112937,2,3,1.14036994028239,3,3,4.10169068006284,3,3.42120575008616,3,2.66666666666667,3,15,2.56590639799833
2,3.52107261097798,2.5,4,4,2,3.23504619450471,5.24581094675395,4,3,3,4,16,4.55386069417
3.27761614028902,3.62679475985184,3,2.70520825762443,4,3,2.49758259964265,4,3.5,3,3,4.12908896251032,17,3.38410291075706
2.54648182141447,3,3.5,3.29954183666767,2.5,3,3,2.44946200643335,1.96075604215725,3.25880642347417,3.5,3,18,2.02433163207024
3.73096429692211,3,2,4,2,3,3,3,3.49319537598681,3.19208702160071,3,3,19,1.57267811708152
2,4,2,3.49979682425809,4,3.55057081166758,4,2.17324246249901,4,4,3,3.37000821279687,20,1.27172988187522
2,3,2.5,3,2.12210999687925,3,3.52009084814031,3,4.1099549277494,4.30102429686323,2,4.23244005202642,21,1.43836045451462
3.9598527136291,3,2,3.33613532818617,3,3,3,3,2,4.17233725605106,2.33333333333333,0.719421296483038,22,3.76060480065644
3.32811323386803,2,3,2.65569007306664,3,3,3.91276448617785,3,3.55590386743971,3,3,3,23,3.77735888957977
2.17763630044807,3,2.5,4.10794564598156,3,4,4,3,3.14206350895394,4.69329260857192,3,3,24,2.75660852901638
2,4,2,2,4,4.08069430996123,4,3.7772010650664,4.14016957137808,4,3,5,25,1.60643923003227
2.5,4,2,2,2.27297638249127,4.32391443854705,3,2.48709684861518,2.88121329926769,4,2,3,26,4.03635223396122
3.45261445595383,3,2,3,4,4,3,4,5,4.65780484030335,2,4.16017792634169,27,1.86160872969776
1.26579326693699,4,2,1.05804741188309,3.84967291211355,3.99316844283274,3.5,4,3,1.9760151954659,2,2.65660971220242,28,4.48160697612911
3.41175324345239,2.19249167318598,2,1.8265825397417,4,4.07383977331274,3,3,4,3.86069845243088,2,4,29,1.47507036942989
3.82499956531474,4,2,2,4,4,4,4,4,2.58814169743265,2,2.07910300245519,30,3.81072251405567
2,4,2,2.78518532732876,3.33114765724653,3.98033207140615,3,4,4.30245023702613,3.94855271031927,2.5,4,31,4.09193509630859
2.5,2.90258343186454,2,2.78576992791435,2.80700339170044,3.66583885589914,4,2.81573066941798,3,3,2,4,32,4.10241614468396
2.4463357708888,4,2,2.7030726765734,4,4,3.23142901496921,4,4.13922279711995,3,2,4.75621405797621,33,1.34539096336812
3,2.56926686240694,2,1.69523318249011,3,4,3.73622140801435,2.80001755778403,4,4,2,3,34,4.01819944288582
3,3,2,3.1135670022231,4.13966214929781,3.73833231461326,3.67562800962294,4,3,3.5,2,3.6294670033714,35,1.72670581657439
4.52629829476247,3,3,3,3,4.43867662940999,4,3.3423295522695,1.45551680791347,3,3,4,36,4.13296343479306
3,3,1,3,3,3.96121846863596,3,2.73159201105636,2.50018723929073,1.41800153124325,3,3,37,2.5820436431095
