"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
4,4,4,2,5,4,3.9828498280369,2.96545672993262,2.81397685590815,2.78320974050724,3.65801395134756,4,1,2.13790824450552
5.69886120951053,3.5,5,4.71288554935281,5,4.68148516871803,5.1436307717639,2,3.41200896517867,3.5,4,3.2838287072054,2,2.76397067122161
3.11620512481559,3,5,2.7029832390469,5,4,3.64813148260167,2,2,3,4,2.62058713640466,3,4.77313701529056
3.89531296853704,1,3,3,4.81198730725562,3.05982309466763,3.5,3,1.93346266071952,2,3.56375545928662,1,4,2.20797857176512
4,1.60760287222276,2,2,4,1.40889706639171,2,4.05642532682349,2.50019136438521,3,3.90713247958257,2.5,5,1.22623562626541
4.26361395901325,1,3,3.58944324274511,4,5,3.45061413827118,4,2,4,3,1.84105914649598,6,1.59471597801894
2.50065403129342,2.5,4,3,4.24103915000389,2.23777113387622,3.97971338655981,3,3.39338470582075,4,3,3.91487232896468,7,1.93652418069541
3.55854939760218,2.81074848010352,4,3.57912157131598,5,4,3.97280157737862,3,2,4,4,1,8,3.54780312161893
2.71331741883647,2.79721092392688,3,3,3.82054679660015,2.95544032834854,5,2,4,3,4,4,9,1.99149412475526
3.62237074458256,2.79079471918798,2,2,5,3,4.83748339502985,3,3,0.473018960047265,3,3,10,4.92145223170519
3.5,1,1.8991068305383,2,2.74547480245014,3,4,2.04712407816228,2.14474549983227,3.26392475552217,4,3,11,1.90754575189203
3.5,3.75996891987891,3.17236114057778,3,4,2.28693213187921,4,3.21365459043886,3,2,4.10335105618265,2,12,4.20721089281142
2.06486994579825,2,2.09625926001839,3.58136561367238,4,3.13844213074653,3,3,4,3,4.92545133179853,4.04274684634495,13,1.02096432354301
4,2,4.26886516795281,2.60153886048687,4,3.50407709361496,3.21280309341476,3,2.12738644011931,3.62586558798572,2.94883097072847,3,14,2.16429447941482
4,2.49093448223896,4,3,4.72301394401273,4.00419710372277,4.00247344340256,2.37847658171694,2.5,3.57154300221123,4.18863734084257,2.98394758278152,15,4.40781485661864
1.49007839463506,3,1.97928313435503,3,5.61584339658068,3.83532041710083,3.98739056236931,2.5,4,2,4.73545924173697,2.43617491511281,16,2.98826804663986
2.74611643903894,4,3.45191759571714,3.88731392333018,4,5,4,4,3.64281791056882,2,4.21630478332056,3,17,1.47359534073621
2.37632100001069,1.58044416176614,3,2.04533325632416,5,3,3.53105814808798,4,1,2,4,1.30265939728587,18,1.59082304220647
4,2.5,3.86721767799799,2,4.5,1.99176871993233,4.43311195760183,2,3.22753114144069,2.26318538039911,4.74159795319573,3.03040277277335,19,1.57937647309154
4,1.26147077568018,4,2,4.5,4,3.37740270764622,4.22978384455808,2.88617686806137,2.82948655463401,2.84929577460531,3,20,4.83441941067576
2.92131054558149,2,4,3.5,3.25742622937669,1.87088949362825,3.85354427640812,3,3.50926489693748,2.87564274375753,4,4,21,2.65501127578318
3.5,3.09161462512763,2.0291320880978,2.5,4.84553248460428,3.27688503605619,3.5,2.67205352480578,4,1.74442372712191,4.18560294938069,2.35911036496416,22,1.69713878165931
2.9003051771206,2,3,2,4,3.5252214137513,4,4,2.42526262497924,3,3.06519425893708,3,23,4.37013965658844
2.51111849112496,2,4,3.03595020499531,4.20529564311123,3.21380463635968,4,3,3,2.5,5.83308440333669,3.88296444805189,24,2.79589323047549
1.26205594619933,2.36231356059442,3.5,4,5,2.59434989095422,3,2.58870403989371,2,3,3.25081269724283,1,25,3.75967941433191
2.41234579550714,2,4,3,3.63934567674457,3.11006487502007,3.9844080775811,3,3,2.82815293271662,3.46055077197877,2.53298988637929,26,2.68371425475925
4,2.53061523184056,2.93073627737169,3.32870479167017,4.5,3.5,3.9404840696219,2,2,1.18235579304507,3.10866702662498,2,27,1.64256397634745
3,3.07397241810292,4,3,4.5,3.88359308757206,3.77548936021973,3.30014373808131,3,4,4.19102088084733,2,28,3.69677720032632
4,4,5.17193860628227,3.72328739275914,5,4.59232950920221,4.009886455206,4,3,3,4,2.21105865417041,29,2.97630664799362
3,2.67394755570552,2.79913268766343,4,4,3.9867811219744,4,3,3,3.2967333702448,3.71666420394452,2,30,3.01441306900233
3,2.40333447570889,5.22481742886791,3,5,3.68037687413414,4.73632823980606,3,3,5,4,4,31,2.61793173570186
4.0336213741362,2,3,2,2.675516630425,2.64172918438255,2.76570960253316,2,2.45829793029475,2.17173061690165,3.5,3,32,4.86085262335837
2.59048832440611,2.5,2.86734993605088,4.22428980436233,3.31021182479629,3.99800688653089,4,3.5,3.67716027610363,3.24809462388807,4,3.40742865531451,33,3.46602553036064
3,2,3.32052959960787,3,4.02041342979628,3.50850177212937,4,3,2,3,4,3.58251231003777,34,2.35648195724934
3,2.67497074504565,3.52533006071677,3.5,3,5.05738165728425,3.09262297497033,4,2,3.43726230687814,4,1,35,1.8577043004334
3,2.73689564655414,2.01702213099504,3,2,3.88468859392645,2.84781878536453,4,3,4,2,2,36,2.73954631760716
3,5.21221103356694,2.95065255975668,4,4,4,3.08402118852984,4,3,4.86037701566086,4,4,37,4.94966939557344
3.5,2.25499706915594,2.47601201038773,1.99306851013428,4,3.99559582476115,3.46990154089301,3.31820491750458,2.17238656986714,2.23490003852286,4,1.5,38,3.44633531849831
3,2,3,4,4.69932571183177,4.46847294118817,4,2.30292567926215,2,2,5,2.34293079800249,39,2.2165921907872
3.02940306328769,3,2,2.63293348489074,5,2.59084513572647,4,3,1,2,5.59383579117185,2.12209531063474,40,3.82725080288947
3.87714248441498,2,2.51239156309682,4.31288615303782,3.89768265812837,4,4,2.5,2,1,4,2.84754090157008,41,2.91467888001353
4,2,2.61022108370578,4,5,1.63329027908711,4,3,3.17753850300165,4,5.00089378748749,3,42,1.32150166295469
2.82090940132483,3,3,4,4,4,4.0033346613029,2,3.10538584722915,3.84295884328863,4.13779169291225,4,43,3.37849981617182
3,3.20155323844412,3,4,3.0625490304178,2.43224700923634,3,3.25514003716462,3,4.40079216963366,2,2,44,2.61001217551529
4,2.5,4,3,4,3.87595940100771,3.90480559209784,2.65040505233325,2.36734969444702,2,3.52124161612411,2.94830988778666,45,1.45878443308175
5.04259693170677,3,3.13357333968046,3,5,3.90210718177787,3.96189249093456,3,3,2,4,4.47126940566921,46,3.54731777030975
4,3,2.20393795805931,2,5,5,3.81042208274405,3,2.95821479408898,3.71294747157457,5,3,47,2.24776375479996
4.18047514900925,3.35611386150567,3.02629674185919,2,4.00914547578831,3.70533465582228,4,3,3,3,4,4,48,4.64299581572413
4,1,4.00796111499536,3.48742455715885,4.32877882326987,4.50085241892894,4,3,2,2.72204970053293,4,4.08345048224007,49,1.20637734699994
3.5,3.19129244745735,2.73078633778505,4.01754804838386,5,4.60926727747091,3,3.23456742267079,3,3.5,2.28522566436254,4,50,1.53039149567485
4,3,3,4.41335864307139,4.55451852332257,4,2.7781995640595,4.48753941508313,1.90587280907336,3.58680340965917,4.5,2,51,1.18915436882526
