"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
5,3,1,1.51161992260365,3.94889781320434,5.36291378955933,5,3,3.66287899845139,5,2.5,3.07203725326353,1,1.25542905367911
4.21326864001462,1,2,2,3,4.31387548198271,4,2,3,4,3.5,3.01933809349742,2,3.92857560515404
5,5.53224172344556,1.5,2.40321767524634,4.6740652024746,5,2,5,4,4.5744180559216,2,5,3,4.33945783693343
3.17629762494097,4.90561233019581,2,2.75884852465896,3,5,4,3,2,4.18971394037739,3,2,4,4.24390279874206
3.86550721055673,1.98987039553315,1.5,1.44895876135161,4,3,3,4,2.5,3.61722885624477,2.5,2.47557941109455,5,4.11139713134617
1,4,1.5,0.45843895096008,2.24863174017862,5,3.6791801197509,4,4,5,2,4.13214079392289,6,1.40600871108472
4,3,1.5,1,3.12282382155161,5.04057444050104,4,3,5,5,2,3.69155706165926,7,2.79464958049357
3,3.65943259365253,3,3,3,2.30039491625188,3,2.3577778921659,3,3,3,3,8,4.43447797931731
5,2.71594935323441,1.5,1,3.26786799386269,4.5,4.05139163317809,3,2,4.35388814651337,2,3,9,4.66198132000864
4,2.5,2.66666666666667,1.87579723511078,3,4.03532582519918,3.5,2.98187204406171,3.47063257911948,4.13132897578629,5,2.18966059027053,10,2.56871780380607
5,1.70527779218788,2.5,4,4,2.99752314069186,2,1.54168395301589,3,5,4,4,11,2.85743638221174
3.5,4,1,1.59210682277918,2.47143394848095,4,4.14880477639217,3.35384235292745,3.57519334562491,5,1.33333333333333,5,12,3.73976171016693
5,3.42290990473475,1,1.03445410137335,5,5.21983906366124,4.90467880211124,3.45543412981097,4,5,1.5,2.83642711103688,13,3.59143455419689
3.75131545497611,4,2,2,3,5,5,3.89576868816469,2,4.86763795412191,2,3.4303941695088,14,1.89191868342459
3.4918720072573,5,1,2.62617620171484,5,4,4,4,4.85208789427396,4.75571308822497,1.5,5,15,3.40920708142221
5,2.60152763082152,2,3,4.06025575649069,4.5,5.44086480648199,4,3.96769547249447,5.75454984822813,3,4.5,16,1.68551877234131
2.14458248307806,3.20673230509892,1,1.68687223598156,3.56819245483919,3,3,4.5,3,2.06625982080252,3,1,17,3.11634133104235
