"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
4.13255848178233,2,2,1,2,4.62234011660275,4,4,2,3.99340263889539,2.5,3.39929001539126,1,3.09450312890112
2,2,2,2.84284901409711,2.77965840852581,4,2.37396604063588,3,2,3,3.33333333333333,0.477355652892856,2,2.78462366200984
1,3.99179845707648,2,2.30570667691358,2,3.23140237348041,4,2.76110461916446,2,5.50273737251694,1.66666666666667,4,3,4.40481696184725
1,1.98549217347016,2,2,2,4,4,2.43453925968387,4,3.89514358433399,2,2,4,1.44354149699211
2.0221528399858,2,1.66666666666667,2.50042137027238,3,2.5,2.42264903806325,2.42081996782611,2,2.86707668496983,2,2.28136651525532,5,3.35845868382603
3.11325749643782,4,2,1.70476935161304,2.87171109641211,4,4.54451832522133,2,5,4,2,4.91772379343567,6,3.84417444746941
2.01414640825006,2,3,3,2.56009959114567,4.66684759906633,3.89901190544529,2.76537898306212,2,3,2.5,1.62041207457758,7,4.05170932970941
3.57252415190459,2,2,2,2.11507001204383,2.68825206172331,4,4,3,4,2,4.36042721518804,8,1.35499636176974
4.5,2,2,2,2.80286557855623,5,5,4.13947241140347,2,4.05734058929777,3,2.57213051667919,9,1.36592965852469
2,2,4,2,2.98380039059352,4.57775120572564,4,2,5,4,2,2.62725216514435,10,4.44789182115346
2,2,2,1.6815622797757,3,4.7438652549842,4,1.79761351983458,1.72761227085915,4.39887783805597,2,4,11,1.789407055825
4,2.7593683058828,2,2,3.84773643484702,4,4,4,4,2.47295185929992,2,4,12,4.1877145813778
4,2.56912471567292,2,1.85384367214003,3,4.33140769083223,4,1.28865561484548,3,3.99211393277061,2,4,13,1.96333814319223
2.03175984167392,2,2,-0.00413954848832843,2.31137007673385,5,4.91775926753445,3,3.77583650915986,4,2,3,14,2.62590414471924
3.00571450472274,2,2.5,2,2.46673176180088,5,4.65173320411353,2.63971538190164,2.00584288190191,4,3,3,15,1.34860569704324
3.91329150934767,2,1.5,1,4,5,4.38652858905196,4,4,5,3,4.47906580719103,16,1.57980735693127
3.07185412700956,2,2,2.4521152217293,3,3.56090406324098,4,3.37236776008652,4,3.99737827307352,2,4.15373450036263,17,1.7661430966109
2.00697379160239,2.34250230698328,1,2,4.33668000872749,4.5,3.69147742301829,4,1,4.25473135863479,2,1,18,3.74491604790092
2,4.74672181350209,2,1,2.54802367530856,4.87574415153781,5,3,4.0185462320953,2,2,2.5,19,2.81561934761703
3.83061770472539,3,2,1,2,4,2.27880040899937,4,4.05480262115993,4,2,4.79862791732438,20,1.14288998115808
4.85930433613364,3,2,2,2.45509326967156,4.90563871593255,4,4,3.56448075667297,3.74858001145768,2,3,21,3.17897071968764
1.51101449708838,2.78739365717922,2,2,3.57373468058236,4,4.41886760243582,2.64275882362341,3.5,4,2,3.17078358802258,22,4.10167800914496
2.62360984504062,2,2.5,2,4.39844453108142,4,4,3,2,3.3172227346971,2,1.32955436251753,23,1.36545823886991
2,3,2,2,2,4,4,4.16341532221102,3.92248407444428,3.39587571309293,2,4,24,4.36917467974126
2,2.96693445607624,2,2,2,4,3.99698932857817,2.39768491548691,4.26850252410674,4,2,3,25,4.10173096228391
4,1.60634852734223,2,2,2.86072547471666,3.79965932333736,4,2,3,4,2,2,26,3.75170670449734
3.45087079839563,2,2,2,3,4.37488824927881,4,4,4,5.26544538008964,2,5.76275581498651,27,1.94699054490775
4,2.62119766707019,2.5,3.25904589258424,3.66094812342503,5,4,3,1.82146850867889,4.5400701977344,3,2.5,28,3.66899041179568
2.00552537397654,4,2,3,2.97978808961423,4,4,3,3,2.66447603458912,2,1.48143875892703,29,3.63781535346061
2.63550812098767,2,2,2,2,3,3,2,2.36940412413222,3.24026748344634,2.5,2,30,3.26443258952349
4.23078020169983,2,2,2,4,4,4,3.1903706980212,4,3.66698433882309,3.5,2.30716050903012,31,3.4170160824433
3.60825182983727,2.41597619302979,2.5,3,4,5.50528362253839,4,3,3,4,4,2,32,1.76056668907404
2,3.61217905264011,2.5,1.53331529816394,4.05935248818295,4,2.90092239316443,4,3.90026910221053,2.77657412477834,3.5,3.5,33,1.71607610397041
2,2,2,2,2.88816981894286,4.44644020798185,3,2.40595254543891,2,2.65585809681345,4,3.98637435399592,34,2.80487051326782
2.25517489630615,3.48698891820219,2,2,2.82561743754485,5,3,2,1.93969616053522,2.35076649277387,4,2,35,1.0156385647133
2,2.82405249305243,2,3,4.3220053077639,4,3.98141774831195,4,4,4,2,2,36,2.33202557079494
3.78786469158337,3.5,1,2,3,3.6518100594529,4,4,3.5957652040183,4.01770497296681,2.5,4.66148177321884,37,4.23141596652567
3.40335518978135,3,2,2,2,3.94759778443172,2.34951251687996,3.33873803175929,2.50652615754963,3,2,2.82047038601253,38,3.01604577805847
4,3,2,2,2,4,3.49211521144194,3.52831288774889,4,3.27685520757369,2,4.86147375618859,39,4.43398339767009
3.42092151811062,2,2,2,2,4,2.62183254835501,4,4,4.01062472808067,2.5,2.60812319744276,40,3.3304092399776
4.50955975552195,3,2,2.74472399344552,3,3.51828043576248,4,4,2,3.6511964841561,2.5,1.62510569471206,41,3.16874275635928
3.68167265612004,2,2,3.04936017697944,3.0933425499558,4,3.15693051084642,2.5,1.75072521226943,4,4,2,42,3.59764023032039
3.92974966870985,2.35438014204184,2,2,2,4,4.51513933861085,4,2.27350560007847,4,2,2,43,1.08802369609475
3.96790703139833,4,2,2,4,4,2.63901913233515,4,3.17772170707476,4.83031681441779,2,4,44,1.88982851989567
2.00046111791656,4.24740516670274,2,3,4.15701931151434,4.14830325689892,4,4,4,3.97248609558765,2,4,45,4.78211937751621
2.7918346905246,2,2,3,2,4,3.33452713961544,2,2.54281686567133,2.03222352928638,3.5,2,46,4.28065197821707
1.97030387209044,4,2,2,2.16212104424041,5,5,2,3.48402944918037,4.68270385941857,3,3,47,3.22668460197747
1.5064552042679,2,4,3,3,4,3.68135433210195,3.27003061470768,2,4,4,3.2169357519668,48,2.47356647532433
2.5,3,3,2,4.06672748097795,4,4.0713099532828,3.6756160799706,2.52218623718616,3.91156299321046,2,3,49,4.81758729647845
3,2.49282669106571,4,2,2,4,4,2.83137091667049,4,3.00375884207737,4,3,50,4.10493395291269
3.46971679088535,2.5,3,2,3,4,3.21846489678455,2,2.27667642007502,4,3.5,0.335073321969633,51,3.93462008144706
3.35068342540371,2.67230722832078,2,2,3.22658429385863,4,4,3,3.16225014235346,3.56141490249751,3,2.5,52,3.74513563420624
4,4,2,2.61266822035452,2,4,4,4.1299744816494,2,3.87228409112027,3,4.633407990454,53,1.76662104483694
2,4,2.5,2.49147632666768,2,4.46952317328776,4,2.28448416209183,2.54496564794202,4.0277825351485,2.5,3,54,3.04593975562602
2.50228021142852,2.67704665553516,2,2,3.08543999831463,4,2.84447055604519,3,2,4,2,3,55,3.44559205882251
