"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
4,4,3,3,4,4,4.21841527022794,2.92776851778327,3,4,3,4.37177854553571,1,4.74984199460596
4.52521282996193,3,1,2,3,4.00668093275607,4.5,3.81591918486695,5.27547185861908,3.79531094442108,1,4,2,1.01263018511236
3,3,2,4,3.09905216600544,4,4,3.01535666287959,3,3.09270835531536,4,2.98862702963354,3,1.18066967930645
2.71216204917558,3,2.5,3,3,5,4,3,1.95670929870051,3.32597531043592,2,4,4,4.97776636760682
3,3,3,3,1.81801769560205,2.70649605393502,3,3,2.8434419774049,2.45468506181281,3,3.61284672435215,5,1.52911275345832
2,4.65880054013447,2,2,4,5.05481767976927,5,5.23313275186994,4.6623764243931,4,1.5,4.5,6,3.47996642347425
4,3.00981962460423,1.33333333333333,0.768806721352454,5,4,4.37714646685466,3.22296037628765,2.81426087624208,3,2,2,7,3.74264154955745
3.95276037863423,3,2,2.70089761410954,4.2397197509285,2.35621955686423,3.37764995801067,2.5,4.08660036901533,2.5,2,3,8,2.25267792772502
4,3.16911166590692,2,2,3,4,3,3.75411461899319,3,2.54800981845718,2,3,9,3.53811141103506
3,4,2,3.08982130917364,4.50987017274236,4.9643316641286,4,3,3,3,3.5,3.93872283760517,10,2.72903291136026
3,3.47194332547963,2,2,1.92676472996935,4,2.8124614956149,3,3,3,2,4,11,3.29115088656545
4,3.16665779517002,1.5,2,2.03856237768045,3.5,4.30882174888995,2.99316291391281,3,3.86605440912267,2,3,12,2.65045903623104
4,3.47509694218684,1,1,4,5,3.45028532975286,4.19583454349998,3.98533160727289,4,2,5,13,4.19120651204139
0.940389803823761,4,1,2,2.5,5,3,2.72861596468454,4,3.78523495436055,1,4.33443975713486,14,1.73190771602094
2.92887892490277,3,3,4,3.5,3,4,2.43964492826639,4.42236916052072,3.5829554712288,3,3,15,2.8212035857141
3,5,1,2,3,5,3.18474918125579,2.79941472306594,4,3,1,2.84155306848754,16,1.62290769163519
5.14747838952414,3,1.5,1.73663354213632,3.64617727205854,5,4.98134972810904,4,4.24325560426474,4,1.5,5,17,2.75351562909782
5,4,2,2,3.66554355284839,3.97864208202524,4,4.36617907209465,4,5,1,3.91528459290822,18,4.50149145070463
4,2.58193662759678,1,1.5,4,5,4,3.04246391715772,5,4.37131910636862,1,5,19,4.38082320522517
2.10303053913232,4,1,2.31288460177812,4,5,3.80317797622597,3,4,5,1.66666666666667,1.9810726031616,20,3.58406052365899
4.08046968824966,3,2.5,2,3,5,3,3.00901057367197,2.62548168575291,4.92928333720287,2,3.20985542653931,21,3.19924909714609
3,4,1,2,3.90792730815943,4.70004721103257,3.83078942568429,3,5,5,2,3.58958421873734,22,2.76743016671389
2.31685157465387,3,1.5,2,3,4,4,3,4,4.08095767401117,3,3.03229798639546,23,4.93622868135571
2,4,1.66666666666667,1.62030624461054,3,4.59873660668962,3.62297824821586,2.81420417536958,2.49129466378693,4.5,1,4,24,2.95842240005732
3,3.44179903167984,2,2,3,4,3,2.88990422189726,4,2.16365777429373,3,2,25,3.51856027822942
3.76656357784525,3.61043559612124,1.5,1.17686927763357,3,3.5057811225901,4,3.39190603779793,4,4,1,5,26,4.73428839538246
4,1,2,3,3.82897603336637,4.39418219362917,2.5,2.51974367584418,3.19187732594242,3.21543159079637,2,2,27,3.97368931118399
3,2.71054125766287,2,3,3.2821370369913,4,3.00549072694704,3,4,4,2,2,28,4.65242129191756
2,4,1,2,4,4,3.92526177781565,4.60816339702726,4,4.45515288846835,2,3.6866038148174,29,1.82510738354176
4,3,1,2.15940488152785,3.09870136726577,5,4.11503783608763,3,3.86494540367463,4,2,4,30,2.87742809019983
3,4,1.5,1,4.25293854620937,5,4.758475256563,4,4.61618428146867,5.2970562658226,2,1,31,2.74867666978389
1.18221821273688,3.13163667166079,2,2,3,4,2.79714060740099,2.99145680716177,2,3,1.5,3,32,4.47618378791958
4,2.65501605798268,2,2,3,3,3,4.64895213729989,2.61677241204281,3.48365041108622,2,4,33,4.85129635222256
3.57386621282908,4.14248169837422,1,2,5,5.2033712498039,4,3.01315046685193,4,4,1.5,3,34,4.27434635814279
4.10061696924762,3,1.5,2,4,5,4,3.66080171362572,4,5.17177903698173,1,3.90182496471867,35,3.37315703276545
3.0764665457612,4,1,2,3.20572634303678,4,3.35113672027768,3.5,4.07115417678061,4.4764256546278,2,4,36,2.11387228965759
4.96259523540288,4.09967002074975,1,2,3,4.42521259900154,5,4,5,4,2.5,4,37,3.52080753818154
3,4,1,2.93753867044708,3.92345156335285,4.00253207635635,3,3.44206837733132,3.4446227339054,4,1,2,38,4.73258929233998
4,4,1,1,5,3.2060802721724,3,4.90488191559526,3.12157231103992,4,1,4,39,3.11757332831621
2.90565725034679,3.34002250265781,1.5,1.49396272696672,2.5,4.86779376274705,5.4946898388815,4.30341140275173,4,4,1,4,40,1.69973814021796
4,3,2,3.90433815881688,2.49399203489744,4.34320304954332,4,3,3.5571873805986,4,3.5,3,41,3.40724123641849
2.60565775615835,3,2,4.00867143292092,3,4,2.56815601086238,1.74660359283059,3.60320289573459,3,3,4,42,2.88370388001204
3.60392394208454,4,2,2.20157071329378,3,5,4,3,4.40809730060654,5.52090194214317,1.66666666666667,4,43,4.00764635484666
2.85612459229937,3.88121171176585,1,1,4,4,4,4,3,4.95502324802936,1.5,3,44,1.61443882342428
3,3.1509603016447,1,1,2.50645219480326,4.24568160899453,4,4.83162869535237,3,5,1,3,45,1.88263245951384
5,4.63189267970421,1.5,1,4,5,4.05428551386881,4.19523491401894,4,4.67000481904404,1,3.40059841756801,46,1.28671210166067
3.55758246051074,3,2,2,3,5,1,5,3,4.70970843963634,2,2.45876323949405,47,3.93800335936248
4,4.78558775347219,2,2,4.34954860513163,4,4.74077286768621,4.65500232736424,3.5,1,1.5,4.0501604240564,48,3.74219377152622
3.05496452270702,3,1,1,4.5,4.87010628367175,4,3.32579294177087,4.37412268920515,3,2,2,49,2.73036168795079
4,4,1,1,3.57914813457616,4.76578072861532,3,3,3,5,2,4.9713908901003,50,2.82114783115685
3.735133827154,3.63533163197819,1.66666666666667,2.82065473984154,4,3.07667139838796,2,2.99121193447055,2.28873435889207,4,2,3.5,51,1.95089990645647
3,3,4,3,3,4,3,4.12032922574827,3,3.07822675023038,3.5,2.50664238969772,52,4.7301955409348
3,4,3,2.17957939785222,2.76342239394408,4,3.88985688558498,4,2.84182834710406,3,3.5,3.67391655748294,53,2.10165711026639
3,2.09561465752064,2,1,3,5,3,2.7342188232852,2,3.8941535485032,2,3,54,2.82206135429442
3,1.01868650738262,1,0.725372204386487,2.42721139826925,5,5,3.03515431300443,4,4.46524841602601,3,3,55,4.30262990854681
