"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
3.67716977188681,5,5,5,2.73785065579239,4.19419383344204,3,5,4.4378595447435,3.48649644213267,3,5,1,2.83228378836066
5,3,3,5,5.54981084143521,5,5,3.02778974159766,3.47051622643587,2.73375262683487,5,4,2,1.48975515831262
2.47751898171959,3.19548173698806,3,4,4.99957497157549,3,5,4,4,3.45268288582703,2.80030368183523,3,3,1.11859024781734
4.60868148770259,5.05447351779067,4.24678822588416,4.4500304141598,4.5,3,3.39373807893271,2.5,2,3,3.00318327648176,3,4,2.02281720936298
5,4.3737090887796,2.88365051382047,1,4.98303860829687,3,3,2,2.94505865162169,2.69734705524265,3,3.5,5,3.5292790196836
5,5,2.42823225487871,3.85190744248856,5,4.81729832296067,4,4,4.49276576749326,5,3.85952353072124,3,6,1.02247012313455
3,3.5413689521488,3.8845711736773,3.17950336743413,5,2.85026527305619,4.20998114597743,5,3,3.5,3,2.46468119673925,7,2.3791027488187
4,1.02077765159902,2.96489230042622,3.47590302174611,3.68926682168137,4.5888226043384,5,3,3,4,3,3.43742502439537,8,4.0387763325125
3,3.55433492040911,4,4.50305163010531,4.21962084220487,5,5,2.27618397209368,4.5,2,3,2.27757156066547,9,3.41909020580351
2.75221439374072,4.77598517824575,4.23872283832863,4.86924599159343,4,5,4,3.5,4,5,3.86839581441304,3,10,4.07212060410529
4,4.80235190323364,3.41105646560221,4.5,5,5.43237493417176,3,3.81518298349502,3.58174263393606,2.78214971716085,2.98353581749212,4.5,11,3.3143524620682
2.33220884569518,0.973822442243591,3,5,5,3.00583949296743,3.83340563443815,2.54678635856972,4,3.42522622212256,4,3.64697262280883,12,4.71902659442276
3.73382030974875,0.97296419434998,3,4.5,5,5.2977261378104,5,5,4.00111463379618,3.91836147515504,3.87227262811798,5,13,1.67774267587811
5,5,3,4,3.6796994862254,4.3930887504485,5,4.31946481872426,4,4,3,5.33364069625499,14,3.47464414592832
2.92385431103159,3,4,5,5.21193948930192,4,4,3,3.92219958710918,4.44464518200765,4,5,15,1.38478298764676
2.08649571732568,5,5,5,2.55921882773473,4.43190357577263,4,3,4.12015795648153,3.31540755364109,3.37374232164701,3,16,3.17302647326142
1.91664094418678,1.51206500291826,3,3,4.79097368416337,2,3,3,3,0.697869587629229,5,2.43157246822412,17,3.70053644105792
4.08067410175891,3.30027967702776,1,4.95503674110158,4.99994482028207,5,3,5,3,3.5733166646912,4.82002065849928,3.30090212295825,18,3.54755532648414
3,2.18226194400858,3,2,4.75932639778602,4.82792931783202,3,1.21568673054567,5,5,3,5,19,3.3945279372856
3,3,5,4.5,5,5.01013768198489,5,4.93029792425201,3.98872187409985,3.6916139160508,4.70807442562838,4,20,1.92769241239876
2,3,4.35687425611183,5,4.47245430445824,3,3,5,3.53717858013629,4.60816293407548,3,5,21,4.64206804335117
3.17953569153956,3,2.76746153246456,4,5.03500337122845,5.93278391978321,5,3,4.20592789453275,4.08301969234129,4.51891504726388,3,22,2.89745757449418
4,1.88684954569914,3.28336401597315,3.84669824928581,3.99969461998061,5,4,3,2.90277792059094,3,5.31677230979586,2.5,23,3.72532162442803
4,3,3.15715551995588,4,3,5,5,4.90817059325624,4.57141662740587,2.83011044869002,4.30733216587093,3.27874277661639,24,1.14389582537115
2.88952320980567,3,3.53151419802931,4,5,5,3,2.5,3.75369560964203,4.41120499955787,2.822513263008,1,25,2.09213336743414
2.86833467941401,3.50874554339185,5,5,5.00809470997638,5,5.02830819740975,2.74616161829851,3,3.38622342710596,3,1,26,1.80945890955627
3.96125201199188,3,5,4.51837862896025,5,5,4.2500107387493,3,4.47221260226625,5,3,5,27,2.85323282983154
3,5.69710428209216,1,5,5,4.10497201516423,5.72453216285809,4.10238548511263,2.4452970328819,5,5,5,28,4.58462655264884
3,3.45580037493063,5,5,5,6.19367226902889,4.58812984309147,3.80920170509443,5,5,5,5,29,2.213389034383
2.83086667938371,3.15751862080587,5,4.57888289174552,3,3,5,3,3,5,3.22401489772224,5,30,1.01481802854687
4.74170125129511,3.22435077508319,5,3,3.70297527536953,5,3,3,3,2.76911033969386,3,4.90678017533786,31,2.50889467820525
2.7627371842883,0.985307574420135,3,5.00856604062452,5.65140278800457,5,5,3.50449412179063,5,3,5,3.0340097003939,32,3.98222644906491
5,1,5,5,5,2.96628866688594,5,2.78323518391602,3,2.42096512634131,3.7465430556468,2.97965000630301,33,3.34356674738228
2.1234740542388,0.972301864000091,1,2.79846744879161,5.21697276603644,4.5186081602911,2.96947368279606,3,1.98704091109851,2,4,1,34,2.39640160091221
3,1,3.20524440106118,3,4.99249543122919,3,4.48568621009458,3,3,2.68605397932395,5,3.4366513724475,35,4.06867895182222
5,3,1.85989326777712,5,5,4.6706693821013,3,4.02539072005579,1.64965949049114,5,4.46611582746346,4.90659708000865,36,3.82829435262829
4,3.59456408443419,4.91930653724202,4.71943902259029,5,5,5.49852625759093,4.92286190183751,5,5,5,5,37,1.4526960356161
