"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
4.02151837128507,3.5,4,3,4,3.65854749912971,4,5,4,2.85414466357131,2,2,1,2.88269062153995
3,3,1,5,5,4,5,5.36001677733142,4.18912616744682,4.39228613757626,3,3,2,1.19526705052704
3,2,2,2,5,5,3,4.18359631703825,1.10467544580504,2.05955463587073,4,4,3,3.96970641706139
4.8191262256398,2,4,3.38046966974909,3.60383979564268,5,4,3.70477285352083,2,5,4,4,4,3.75404659006745
2,2.66666666666667,2.73755497700481,3.29838442321329,3.40085455245081,5.29349400095151,4,3.04943235595076,3,4,4,2,5,1.98759288154542
3,4,3.17471240609336,3.1677295903076,3.59625209796897,3.82589597100448,3.5,4,2,3.26934322644825,3,3,6,2.46713304426521
1,2,2,4,4,3.15541681242789,2.82031709911639,2,2.6363407620602,5,3,2,7,4.26168253645301
2,1.5,2.3245372774593,4,4.27449455512741,4.40599620751142,4.97099587386143,3,3.59993730592392,3.5,4.71500346813439,2.5,8,1.34244291950017
3,2,3.49242372746707,1.77641550112439,4,4,4,4,2,4.31554879160121,4.30243337018915,2,9,4.29714057873935
3,2,1,2.32471933470555,5.60209551782468,5,4,3,3,3.82193969315552,2.30224230335575,2,10,2.7728552184999
3,2,2,3,4.01126223545045,4,4,3,3.09892732947597,2,4.06758693942251,2,11,4.29428819846362
4,3.33333333333333,2.7284046624895,4.16040589226336,2,4.49388577509482,3.13248039653548,3,4,4,4,3,12,4.50516896881163
3,4,2,2.51139523320577,4.57230287661511,4,4,4.31415444457655,3,4.93874838771519,4,2.5,13,2.76877341140062
2,4.33333333333333,2.80167113858084,3,2.79563137141545,3.25125495809496,4,4,4.16934565967716,2,3,4,14,2.68122417014092
3,4,2,4.62702182967376,2,4,4,2,4,0.959202524721788,2.92646012334753,4,15,3.84957760572433
3,4,4,1.95332451326412,5,4,4,2.94342964966958,3,4.11778849234592,4,3,16,3.22335379291326
3.1940540090665,3.33333333333333,2.47997824260371,2.5941417379629,6.28333741306206,4,4,3,4,4.76531337820681,4.29450268071799,2,17,2.55086488183588
3.61027814897318,4,2.93655948845244,4,2.70521066530633,4,3.18022890291634,4.50239976039915,2.89099790071173,3.5,3,2.66666666666667,18,4.8635086985305
4,3.33333333333333,3.04497050079656,4,4,4,3.67205386779933,3.12174557927208,3.19109455292193,2.0717525326023,4,2,19,2.25547819584608
3,2,2,3,5.75162922743566,4.1134122792766,4,4,3.8883025078131,2.92734583211668,4,2,20,3.70367558673024
3,3.5,3,4.56044250433079,4,5,4,4.20759277201986,4,2.41236686742972,4,2,21,4.79813709575683
2.44730614918803,4.5,4,1.21603500330898,2.44546202180493,2.90252636814253,3,2,3.5,2,2,2,22,1.7240292802453
2,3,3,3.22671014434355,4.34331558722501,3.14725069609893,2.57475278099266,3,2,2.5,2,2.5,23,2.04354433622211
3.75808444832913,3,2,4,4,4.51317126541763,4,4,4,3.29493772031433,4,3,24,1.38535833265632
2,3,2,4.17456569953264,3.71025302018697,4.13475153836145,4,4,4,4,3,2,25,3.24788539577276
4.36093229436805,3,3.18211736597425,4,4,5,4,4,4.28825134391063,3.92052547009847,3.40166358506404,2,26,4.21661579795182
4.63464265841066,2.5,2,4,4,4.19139103812257,2.70206235776518,4,2.1932172054557,4,3.5672247543459,2,27,1.48188874684274
2.42417423929769,3,2,3,4,4,2.72199341221461,4,4,2.91952412557428,2.89436614030258,2,28,4.8174435114488
3,2,1.58928630232977,2.7404285829631,3.12938187046712,4,3,3.74762165445811,3,2,4.27870390526514,2.33333333333333,29,4.00835829414427
4.86784187396954,3,2,4,4,3.73804843796502,4,4.21011742221838,3,3.2452850678812,3,2,30,1.84094019606709
4,2,2,2.51254097257392,3.90283717422198,4,3.92416413932115,4,4,4,4.04757730647018,2,31,2.32999007031322
3.68448365587077,2.5,3.54530119346662,3.5,2.88141729105496,4,4,3.67176153527561,2.7844194476897,4,4,2,32,4.55457888916135
3,3,2,2.88738828288611,4,3.51610611209444,4,3.34933775904778,3,3.95125243224051,4,3,33,4.562923848629
4,2,1.27814207140585,4,4,5,4.30879639414887,2,3.68177301871972,4,2.74872777150488,2,34,3.51315518654883
4,3,3,2.8609249239223,3.86627707357746,4,4,3,4,2,3.75692978048688,2,35,4.44811051338911
3,2,2,3,2,4,3.330487335331,3.00312647967387,3.0742025832416,2,4,2.5,36,2.73386113066226
2.5,4,4,3.02842317480409,4.13647382367955,2.60744664351901,2,4.0331091194542,4.01435898315857,2,3.5,2.5,37,2.58399103954434
2.68661496698285,3,2,3.84863832525233,4,5.2919554381049,5.1484667254001,4.79924665705767,4,4,4,2,38,4.72225664462894
4.95807958112937,3,3.03282911660644,3.20921641707889,2.1830984357116,4,4,4.15655084830109,4,4,4,2,39,2.39059151522815
3,3,2,2.18376687452629,2.31759079528844,4.40415754930241,4,4.51060327281785,4.9998377093739,4,4,2,40,1.55894137825817
