"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
3.66343489633359,2.05568509420331,2.82592701341479,3.64131917819448,3.94032069821292,4,4,3,3,4,3,1,1,3.10241233278066
3,1.9592799405795,0.576407850983001,2.03065918400411,3.20016262907537,2,3.00257995777298,2.17643014499778,2,2,4,2,2,2.94110459648073
4.89646437283252,3.25003267717082,5,3,3.31879472985727,4,4,3,3,2.52457179219617,5,3,3,3.59007614664733
3,2,3.68258542252746,3,3,3,3.57067544752175,3.0478325080991,3.04588211147347,3.73743160860693,4,2.89053086777805,4,2.30588190723211
3.42007129122846,1,3,2.5,5,3.80265008260208,4.08542043112047,3,1,2.50201849628581,5,2.34427369350459,5,2.53000471089035
3,3.38957689890962,3.13667450040911,4,5,4.69592715551402,4.59278898513267,3,3,3,2.65232776328248,1.6239295464833,6,2.4620633944869
2,0.484729305643055,3,2.93014754496992,3,2,3,1.72518133008465,2,2.98019714327425,3.72255719643733,3,7,2.01771502383053
2,3,2.81965627607078,2.4841506533727,3.1007784889898,2,3,3,2.72871416766894,3,2.82380785263367,1,8,3.43481018766761
2.78210281665081,2,3,2,5,3.71738665879299,5.64480984430366,2,3.07827978299256,2,4,4.67175648211273,9,2.96585523616523
3.97164457140449,2.37757290433077,1.55624393590637,2.73391167872479,3.03253257423194,2.5,2.45314223839429,3,3,2.79445466045183,4,2.23987313428661,10,4.95583245251328
4,3.5,4,2.9948300900059,4.87336999200991,3.86208382980234,3.5,3.44071487497975,3.98409889779087,4,4.30686029876474,3.63717264405039,11,1.81713389325887
3.58923546388961,2.5284416338887,2.69241141159043,3,5,2,2.99349794942654,3,2,2.43928140112594,2.85562821751908,3,12,2.49161188025028
4,2.96902068898596,5,3.11043794083886,3.84167555783562,3,4.00308407935281,3.48466096792306,2,2.98430685947767,3.77753613518476,2,13,2.22595452331007
3,3,3.45685988688329,3,5,3.45969570004509,3,2,3,3.25402239504825,3.80205896352928,3.52974144382621,14,4.32802239619195
2.00547244196643,3,3,3.2695803190424,3,3,4,3.75532640565156,3,1,2.54487919372744,1.17532819340365,15,4.36248516850173
3.83558618114349,1.44273285511462,3,3,4.04662427226872,3,3.00046266985787,2.26261685405305,2,2.26919762108127,3,2,16,2.11516283545643
3,4.61810197447272,3.66316258122852,2.0889970098893,3,2.5,3,3,3.11040616740743,3.94317311028453,3.84144065444627,3,17,1.12748489249498
3,3,3,3,4,4.09079140682894,4.62820136155279,3.20781761569473,2.37926959000573,1,4.45571471386483,3,18,1.4654553513974
3,2.09952922777386,2,3,5,3,3.8716444533293,1.61942812025787,2,1.42414193568401,5,2.89399930894787,19,2.16453733667731
4,2,3,3,4.69484259910611,3,3,1.63648431015202,3.15694626904326,3.00200444672987,5,3,20,1.97251018229872
4.49901488909844,2.5,3,3,3.88102569498625,3,3.98604585668356,3,3.72444683423553,3.31880361278212,3,4.79470540581746,21,1.51003648992628
3,3,3,3.04247396234898,3.95564390455044,3,2.99963552427847,2.11590897683565,2,1,3,1.06315361292999,22,1.23970846831799
3.27436654023058,2,3,1,3,2,2.50995154988428,2,1.11660605458281,-0.0604810933202584,2.06324152690367,2,23,2.46845123264939
3,2.16710210217261,2.7006908737731,2,2.83031160415003,3,2.99165706396123,3,3.5603743917607,1.4271666694049,1.73332625693032,3,24,3.62603360787034
3,3,3,3,5,3,3,3.16611800267616,3.66712450962396,3.69282670868589,4.04861935724247,3,25,2.82286216877401
3.8520620131035,3,2.56043435719803,3,3,3,2.79505680246503,2.5,2,3.89707337443129,3,1.43072587559592,26,4.29160444904119
3,2,2.67610568592925,1.22740295237214,3,3,3.00605292870902,2,3.37504827103052,3,3.01875427794478,3,27,2.57055431976914
4,3,3,3,5,3,3.31050562207945,2.45889658260643,3,1.47416692795007,3,1.59637415198737,28,1.11586068291217
3,2.80112489381564,3,3.00936332518619,4,3.64786295746889,5,2.59952562639085,2,3.56003357757249,3.31231892359678,3,29,2.11624328419566
3,4.53272587931918,3.33495911924385,3.00201981689582,4,4.1028605473999,5,3,3,5,2.10149484854088,3,30,1.30729171261191
