"O_AesSens","E_Assert","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","E_EnerLev","C_Prdctv","A_Trust","E_Scblty","count","satisfaction"
3.04084659717175,4,3,3.04830675901651,4.10286173149215,4,3,3.81708281752989,2.76262772009002,2.0424338893107,4,5.06288248631429,1,4.96198935713619
2,2.56375110675936,2,2.80704974083406,4,3,3.23675152070676,2.84687584872283,2.5,3,3,2.79786709099677,2,3.40416374523193
3.08357178301677,2,3,4.62852078137249,4,4,3.82502113175749,5,4.68682747646377,2,4,4,3,2.87225889787078
3.18598807596577,3,3.4366837721565,4.71576908585143,4,4,4,4,2,4,4.48451361625334,2.85819037389001,4,1.73330819886178
5,4,2,2,3.85359581846939,3.02559563983948,4.04857872004804,3.6359863934699,1.32549035930115,1,2.5,1,5,2.07632787059993
3,2,2,4,2.5,4,3.22163336123879,3.22422312410292,3,3.12784394980762,3.31768057929255,4.25904567259221,6,1.21089882124215
4,2.69886471246827,3.91192899219826,2,4,4,4,3.09714931084653,4,2.7405061319042,3.42458080996453,4,7,2.29729503858835
3,2,4.61047153708539,3.35102066538527,4,4,4,2,5,2,3.8641003611271,5.32865689803766,8,4.28177621867508
2.91051831464154,4.19882589595971,2,3,4.48830746133214,4.20501902703424,4,4.53642288982735,2.5,3,2,2.53039272047208,9,4.51200637314469
3.35804123149373,3.98576704148309,2.1885865060096,4,3.76822828325677,4,3.89280327287553,4,2,2.89990552328644,2,4,10,2.19147480279207
3,3,3,3,4.4814329477427,3,4.5548765507394,3.27976064868506,3,1.41013284596225,2.5,3.43510706619293,11,2.47302206978202
4,4,4,4,2.62761225612875,3.91817317955338,5.07011387992197,3.11714176136138,4,5,3.5,3.29061403345819,12,2.2608042601496
4,2,5.17468358585352,3.80968773283985,4,3,4,4,3.3571480759489,4,3.5153614351885,4,13,2.82212589494884
4,2,2.2734779695707,3.05819536162721,4.61067898810907,4,5,3,1.7941707422016,2,4,2,14,2.66692442726344
1.5,5,3.63460461596052,4.44393371841556,4.17015891790126,5,3,4.30143546141019,4,5,4,4.67064136042286,15,1.89041262958199
2,4.17966885150353,4,4.5,4,4.20509191366223,3.50354860061257,3.93035417466978,4,3.55085691909604,3,4,16,4.78801744431257
1,4.49022994455553,4.091683732306,4,5,3,4,4,2,3.70559840612086,2.94747523975922,2,17,1.88811547122896
2,3.98117137441282,4,3.13372394052121,4,2.76958950977213,4.34184223716808,3.47722303868164,2,2,2,2.54371410927686,18,4.85882452316582
5,3,3.11533887567373,2,4.31594092250154,3,4,3,3.61119883341339,3.928689816922,3.61516885403443,4,19,1.05442773364484
2,2,3.84319242803444,4,3.40588836663254,4,2.51627187715961,4,2,3.0695353535474,3,1.70966529376018,20,1.6352326516062
2,4,5.92098860667783,5,4.64474152811235,4.39047357221647,5.50098670595264,5,5.88643545576927,3,4,3.34902622651354,21,4.77396752405912
3,2.45291271712911,2,3,2,3.98301275693196,2,2.06265637817918,2,4,3.29043682535405,2,22,4.00756488274783
3.89326293788608,4,4,3,4,5.5565530400136,4.11480835942475,4,4,4,3.42903921699606,2.46662568092981,23,3.83543138578534
2,2.5,1.48596382481556,4,4.1215398003852,3.44720957510977,3,3,1.93693139099291,3,3,1.34793444292053,24,3.76985928043723
4,2,3.16284404286704,3.06515512728535,4,3,3.41343997568676,2.5313275011936,3,3,3.56647484276353,4.32507428583088,25,2.52476685866714
2.84369873045796,2,4.04531259794522,3.92946652622122,3.88007621121862,4,4.5,4,3.16508279954942,2,2.95624131729367,4,26,3.20592400524765
4,2,3.16078650988851,2.01218853974931,3,4,4.65436809194757,2.85514526871064,3,3,3,4.39773490412322,27,1.35435486678034
2,4,2,3.53331780411223,4,3.38511373999986,4,1.20293413826641,1,2,3.89014618694262,2.85051827782348,28,2.51255026087165
4,1.65320784270843,2,4,4,4,2.87772771165831,2.85645157875686,2,3.67983751471204,2,2,29,2.52668694686145
4,2.44314196721107,3,4,3.1362991316201,2,4,3.19812680179616,2.95613456077645,0.0568666391395269,3,4,30,2.43260032963008
3,2.33670485182167,1.93446864417397,3,3.20889534337612,3,2,3,2.24057873019334,1.46945138231772,3,3,31,2.07331165857613
4,3,4,4,4,4,4,4.65237764268057,2.9027409396346,0.601123379801291,5.0716476309603,4,32,4.83935677725822
4,3,3.97313101866132,2.68008033033023,4.40187397921395,4,2.6340110824596,2.86104124447851,2,4,3.5,3.60531739338818,33,3.72337833791971
1.7846279496153,3,2,4,4,4.13148575740312,4,4,3,3.3204530408941,3.37095988277799,3.58402696520526,34,1.59801883157343
4.43984447103692,4,3,4,4,4.93735315038077,4.37144259246772,2.81272741958298,3.46499922345638,5,4,4,35,4.2004629438743
2.82429281281224,2.71054651466013,4,4,4,3.02135334669815,4,5,3.5,4,4.10275980180736,2.09972275113255,36,2.61768221110106
2.77004893607353,2.56210765698343,2.09191993050419,2.5,4,3.07605248344491,3.20531767407374,4,1.61891280132388,1.50908549053211,2.09445204815827,2,37,1.93396749626845
2,4,2,4,3.7269231926605,4,4,2.58444950405014,4,5.8027910494056,3,2.59917192608987,38,2.30264245532453
4,2,2.38960481029306,4,4,4,4,4,2,2.12378505787408,5.49523844745048,3.93233086962476,39,1.59802324324846
3,4,2.26940609340484,2.98702852203933,3.48481939859272,4,4,4.88815630123137,4,2,4,2.34463433632147,40,2.61829830519855
4,3,2.89599576860907,4,2.7352934440965,3.24043303250733,3.60714453010494,2,4,2,4,2.07121242398597,41,1.33133890014142
3.56695855054482,4.39933411043713,3.41879909830582,4,3.87684658232368,4,4.5,4,3,4.39050832662083,3.57549761593236,4,42,3.25368087179959
4.41491299632312,4.58607508796429,4,3.24446943455807,3.61062037323989,3.70447990945615,3.81927986592778,3,4,2,4,2,43,1.6182569898665
2.35211614893297,4,4,1,3.79252810116654,3,5,4,4.29008978423523,3.98451811142413,4,2,44,1.69529784936458
4,2,2,4,3.94173673590003,3.51824938629159,4,2.3808751496457,2.99888427831885,2,4.01225816654134,4,45,4.72064060438424
4,3,4,2.76624761992755,4,4,4.30261884252776,4.98363572954209,3.46528883552038,2,3.27379397949835,2,46,2.9704635553062
2.05341723850999,2,3.82609724638364,2,4,4.21654378124909,4,4,3.2390696406145,4.21333205874781,4.68072483341208,4,47,3.3138062544167
4,2.95961310503635,4,3.5,4,3.87414887015286,3.32558376438976,3.55467874575057,3.5,2.63474824131964,3.00976778174614,3.67402445938458,48,4.12496740091592
4,3,2,2.80557642591443,4,4,3.51183318600813,2.7826694261347,2,3.28909760710732,4,2.63403998785626,49,4.62559489533305
4,2.29807187240494,2,3,4.86970728855645,3.34315785296408,4,4.2447767935376,3.5,2,4,4.60366358271684,50,4.77484853472561
2.75690347850476,3.5,4,2,4,4,4.44258676700555,4,2.73615484871604,3.40964266947631,4,5.04429011833186,51,1.63201569672674
4,3,4,4,4,4,5,2.41914183720188,3.44049656533839,2.5910604032942,2.91662739600894,4.42736469064437,52,2.10662645660341
4,2,4,4,3,4,4,2.46317502043119,3.31294692741993,4.19758645748841,4.46567130393696,2,53,4.57813927531242
2.99990911210744,4,4,4,4,4,4,4,3.46025680111789,4.22693265870268,2.7241159383889,4,54,1.09477623645216
4,2.58109442361339,4.14189586864821,3.24861162294809,4,5.28353492628549,4,4,2,3.5,3.56360939369555,2,55,4.38260703068227
