"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
4,2,2,4.01293442040317,4,3.96105272385899,4,3.99588451637635,2,3.93769837167626,4.02789426130637,4,1,2.25680301804096
3,2,1.63936262805597,3.57379485164788,5.27248055733473,3.95827695813374,3,5.14534767190185,2,3.10496988282073,3.5,3,2,3.89631347730756
1.77689264013184,2,2,3,4,5.33058287138568,2.96525109520542,3.88672190653814,3,3.44999639154486,4,2,3,2.59262600634247
2,2,2.5,4,3,4.13318564748752,3,2.21007024590689,1.59419473384636,2.60687527684076,3.5,2,4,3.54657982848585
4,2,1.47120516875739,2.86297642798261,4,4,3,3,2,1.88599704809331,4.57325555446479,2.33333333333333,5,1.68759514484555
2.54511206102295,2,2,3.87158333743676,3,4,4,3,3,3.89506534506949,3.50600712754972,2,6,2.37012214865535
2.4894101497414,2,1.68292452976782,2.25216679080419,4,4,3.89015640382418,4,4.00716073197186,4,3.86502588433432,3,7,3.1073534283787
2,3,2,4.06178337641933,4.24333325257963,4,4,4.43039388956429,3,3,3,2,8,3.69874185416847
3.20681980639029,4,3,3,3,4,4,4,2,1.86037643126397,3.11686623019361,4,9,1.88351570721716
3.2577509853554,4,2.00122265995091,3.5,3.63492557954834,3.90260412632194,2.87915151434475,2,2.437227665028,4,4,3,10,1.76446797885001
3,3.33333333333333,1.42956911191464,3,3.22746644263813,3.31728669097135,4.54570540723771,4,2.94488232349811,4,4,3,11,1.71476966142654
2.50107229744643,2,3,3.0668978125584,4,4,2,3.14541419441236,2.93717976879247,3.57275841817776,4.05884738650067,3.5,12,1.96137112658471
2.32088113229219,4,3,1.17251682233126,4.73388478201761,3.70540375583862,4,2.37195521605678,3,3,3.5,4,13,3.2111636782065
4,2,2,2,4,4.68271300642404,3.80259837523293,4,2.46929890745046,4,4,2,14,4.89308562595397
2.20386760572893,2,2,4,4.67488464868476,4,3.28964135187825,2,4,4,4.09760164607698,2,15,4.8949020402506
3.07300587966099,2,1.03857756973516,3,4.40001341681861,4.02793351595253,2,4,3,2,3.9778442720142,2,16,2.31171057093889
1.53589436637997,2,2,2,3.20164786767848,2.15946604181009,3.18367978647536,4,2,3.5,4,2,17,2.97424425277859
2,2,2,2,4.70824685676435,5.11446961761421,3.76888525849211,4,3.34560583484267,4,4,2,18,3.78467638604343
1.9580284082033,2,2.44642031899535,4.11540314716606,4,4.51392509114755,4.17008464363292,4.00932395230481,4,4,4.00803505901145,2,19,3.12421657796949
1.98413171935176,2,1.98603829122813,4,4,4.57052165236742,3.59762409835051,4,2,3.08825835301244,4,2,20,2.53219961281866
2,2,3,3.17508314959241,4,3.34340414310177,4,4,3,3.05379566633998,5.49407510320386,2,21,3.43582537863404
2,3,2.00921464293612,2,4,3.75465185303013,3.29491831707024,4,4.03401875124382,4.39773232906363,4,2,22,1.03774116653949
2,2.5,2.20642435787148,2,4,3.44121196547497,4,4,2.79268664155012,4.10866253047992,3,2,23,1.46015227679163
3.31563576869407,2,1.11595119289391,3,4,4.9570340381104,4.01175120156921,4,3,4,4,2,24,4.92152585834265
2.62888211913543,2,1.9317178222638,2,3.52549129404179,3.95685939205856,4,3.66805327569385,3,2,4,2,25,1.44141175318509
3.06674323323224,3.5,2.96611032629155,2,3,3.96131211349588,4,2.85993567864858,4,3.23275134815316,4,2.5,26,3.18731453083456
4.69307275558909,4,3,4,4,4.07696517528094,3.56591518439251,3.5,3,4.55884621709396,1.81539939528608,2,27,3.60623649414629
3.06121324321803,2.5,1.81035695287824,3,2,1.44274969952803,1.94482558341432,4,1.78313858695996,4,4,2.5,28,1.98838557582349
3.03590521022406,4,1.69114093746617,3.5,2.74883154530774,4,4,4.46694443026047,2.51338973195528,4,3,2,29,2.44806435797364
1.97902640377253,3.5,3.22533979752006,3.5576037194405,3.5,5.17460823040023,4.00303594785964,4.00786466850403,3,1.82887469849773,4,4,30,1.90383456554264
3,2,2,2.6608890339201,2,4.08617358312441,3.21742065954828,4,2,3,4,2,31,1.76745863258839
1.98048673365965,3,2,1.62548172811954,4,4,3.59703365012717,4.08620170612045,2,2.94254416106792,3.23255726358032,2.5,32,2.78625110816211
