"O_AesSens","E_Assert","N_Depr","N_EmoVol","O_IntCur","A_Rspct","A_Cmpn","O_CrtvImag","E_EnerLev","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
4,3.65330144366664,3,4,2.81086983876212,5.44158964658523,4,3,3.5,3.95409048024431,4,2.20971467632799,1,4.82590590789914
4,3.38697058011942,4,4,3.04245597976883,4,3.05139436095123,5,4.76605816117408,4,5,4.5,2,4.01599162910134
3,3,4,4,3,4.26238480543897,3,2.39575318942289,2.81550170773782,4,4,2,3,3.49225235264748
2.50344631284079,2,3,2.82072878231189,4.52397210835358,3.99153616657483,3.09100908889119,4,4,4,3,3.47728539116763,4,1.46826615091413
1.0205622675352,3,3,2,3.66424722319719,3.26334179358405,4,5,3.15837639330953,3.28889357992095,4,4,5,1.48517353739589
3.5,1,2.33333333333333,3.61989302608938,1.29534921327375,3.99974442787021,4.13315557410033,2.23789574934254,4,4,4,4.79464771136596,6,2.66385699342936
3.94958553793704,3.38556557554659,3,2,4,3.94179342785115,5,4,4,2,2.5,4,7,2.86833119485527
3,2,3,3.05650211650482,3.02662312866734,4.83358200270185,4,4,4,3,3,3.59101363186879,8,1.84609232936054
1.75930982281901,2.5,2,2,2.5,4.63404716217621,5,2.86116977211901,3.50182368668822,3,3.5,1.14505599956118,9,3.08482855092734
5,2,2,2,3.27488422744387,4.6126459288175,3.5,4,2.9908838469076,3.89827771788592,2,1,10,4.53646920155734
5,3,2.5,3,5,5,4.15910710125575,2.10094912417354,4.06648418736676,3,4,3.51294741186037,11,3.51805632933974
4.42564485403643,3.57757094312494,2,5,4,5,2,5,3.5,3.38452769242299,2.5,3.53511441985149,12,4.14562796894461
3.5,2.22111017041923,3,3.6274656925205,1.58580925340853,4,2,3.03840170758429,3.16175948084568,4.36813542375507,3.66666666666667,2,13,3.89475275855511
1.01765515151985,4,2,3.5,3,3.99219281611909,3,1.73838898608001,4,3.70924713496346,4,1.56411493816242,14,3.40841798111796
3,3,3.33333333333333,3.33912665925939,1.65133976400752,3.02986128250612,2,2,1.43359358986705,3,4,2.26564809571227,15,2.79711399693042
3,4,2,2.8425287748171,3,4.37592690842206,3.5,3.70193163473502,4,4.23274108467294,4,5.16464160858032,16,2.10508530773222
1.69525049928232,4,3.5,2,5,4,2.91639732296775,5,3.56412109148365,3.30972320502845,4,3,17,2.32545395195484
2.3634143231107,2.76040129055967,2.5,1.51010423601743,1.72975749850787,4.91732250948901,3,4,4,3,2,4,18,1.98353037703782
4.6469010737744,3.25016226008671,3,3,2.71308246953237,4.00581357380658,2.91214275305371,4.5,3,4.78438074902616,3.5,3.56974109701272,19,4.16810250002891
2.94935606951312,3.26820287146937,4,4,2.5,3.58257269623542,3,1.28972723714485,2,2.64908729996064,3.5,2,20,2.67143844813108
5,3,2.5,4,4.37132745200432,4.00876868023736,5,5,4,4.22070250009055,4,3.63969555907154,21,2.76940328627825
2.65002197260983,3.5,2,2,4,4.0089253142371,3,5,2.43959385730651,5.30825922799932,3.5,2.18943892824402,22,2.08100773766637
4,3,4,3,2.86486869374988,4.38742062356573,4,5,3.3314467709612,4,3,4,23,1.69839549809694
2.95673378268414,2.7725245093005,2,2.5,4.5,3.99536946093475,5.00937774334787,3.5048303162357,4,3,4,4,24,4.93563500232995
1.64754944491843,2,3,3,3.66071205585018,4,6.02022512406597,4,3.70740693191487,4,3,4,25,2.84258737321943
3.82347076850632,3,3,4,3.5,4.0210326033592,4,3.3326914338014,2.39621281014264,4,4,4,26,1.92823674250394
2.47351740269997,3,3,4,2.5,4,2.66203619963795,1.63239600129519,4,4,5,1.91606401187754,27,3.03132644761354
4,2.29493372571705,4,4,2.96714619398994,4.21195408916982,2.97963249966954,4,3,3,3.5,2.99130928781098,28,4.27402837667614
2.70542893075113,3.90329718486507,2.5,3,2,4.016166706551,4,2,2,3.97609101552406,3,3,29,4.38978175166994
4,4,2,2.80530901089174,4,3.71413720162376,4,3.75517519994465,4,4,2,3.65652618081742,30,1.99770811293274
4,3.46796212561893,2.5,1.65426777312965,2,4,4.01409748936193,3.6507002650848,2.39857670431485,2.79802554008213,2,2,31,3.10460818372667
3,2,2.5,2.72795803428126,2,4,3.81270223185021,3.31539314643035,3.14537303637691,4,2,2,32,2.99652815703303
