"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
4,4,3,3.2988659235884,4,4.5,5.55355157397777,4.97798267873507,4,2,3.85510870647387,4,1,2.59301546029747
3.26165528750458,3.33333333333333,4.44768767954928,4,4,4,5,1,4,5.38942205195277,3.25655135513964,5,2,3.24001094233245
2,2,5,4.70460259972333,4,4,4,2.75175035308871,4,5.21309406422339,4,5,3,3.08186609763652
3,3,4,3,2,3.47366491813587,3.75328781038758,4,3.34366096473345,3,3,5,4,4.38797982595861
4,3,2.82275166754474,4,4.89004394300985,4.81559516030232,4,5,3.17177543079335,4,4,5,5,4.2611894113943
3,3,3,4.78332821669514,5,3.96797489877843,4,4,4.28832535909103,3.66163635765737,2,5,6,2.26154515240341
2.35941050071029,4,4,2.03174383461637,4.89581176676724,3,2.18732438959049,4,1.5,1.5,3.1832227300764,5,7,3.44910526275635
4.56016738582614,4.5,4.42895767477519,3,4,5,3,3.24534529580413,3.18535131918324,1.55104534378332,3,5,8,1.74564419128001
2.22624211923496,4,3.5735366598724,4.42138771514923,3,2,3,2.92880057947842,3,4.04521043542311,2.98667919081362,5,9,1.81667558569461
2.84806529858267,4,2.72310500382521,2,3.41372194180833,5,3,3.28131614922886,4.29527544618341,2,3,3.5,10,3.33357920218259
3,4.33333333333333,3.77624045249538,2.91166946737116,2.36642698497385,3.78817813055157,4,3,2,2,3,4,11,4.5285158958286
2.44158885405666,4,3.12066548386794,3,4.25209558408174,4,3,3.04428403009066,3,3,3,5,12,2.6727589815855
4.00977662000275,4,2,2.43024467168108,1.47180835100608,4.26254695429798,3,3,2.5,2.78833552082585,2.90858236019816,5,13,4.67133275419474
4,4.5,3,3,1,4.69723695683268,3.10969914603788,1.85911524025134,1.44755928895897,3,3.5,5,14,1.86009242292494
3.37154750613244,4.5,3.80912560422525,4,1,3.48577281544494,4,4,3,3.05695361075781,3,5,15,1.37251422833651
3.59796068074133,4,4.0786559018142,4,4.4243206137931,5.16112053332798,4,4,3,2,3,5,16,1.62756944820285
4,3.5,3,2.02771350844353,1,4.83382737781603,3.4328169014928,4,3,3,3,5,17,4.55521051213145
2.64186907375747,4,4.78474327428654,3.33011695873162,4,4,4,1,3,2.95715726213422,1.44131949068873,4.5,18,1.93962601386011
4.41338398677875,4,3,3.5,4,5,4,3,2.81392045788144,3.60983185175545,3.20494653786615,4.5,19,3.00575614068657
4,4,3,3,3.10405063872195,3.63692132104732,2,4,3.55981600852155,2,4,4,20,4.18291760887951
3.72016666494113,3,2,4,3.08533586616068,4,3.5,3.39972121878733,3,3.87470234753685,4.22738492278759,3.5,21,4.59350084979087
4,4,3,3,4,4,3.12751042312372,2.83997696632965,2.67154824740873,3,3,5,22,2.061672645621
3.05014762941677,4,4.31350705707002,2.65656652218048,3.55478336519702,4,2.5,3,3,2.56039140081381,1.37206904352878,5,23,3.20950659457594
4,5,3,3,2.94903873636095,4.80939681222216,2.5,3.08210379982864,4.27929156633381,2.00705666530823,2,4,24,1.73815879505128
2,5,4,4,1.38256627198417,3.81935416265795,2.14348009005717,1.5,2.826120333907,2.5,2.58172859763906,5,25,2.14254216197878
4.39192909301102,3,3,3,1,4,2.90865834109686,3.68586184107379,3.28658963346319,1,4,4.5,26,4.55083777569234
3.97670555016556,2,2,5,4.26005666044439,4.91085077578578,2.5,4,4,4.1191178750959,4,5,27,4.51156937330961
5,3,2,4,2.80451650648061,4.40686630733602,4,3.64903116073964,4.03734802585908,1,3,5,28,1.01872294768691
4,2.5,3.40334503404025,4,4,5,4,3.79517520739413,3.25321075610196,4.15240821451111,2,4,29,2.63632316794246
1,4.33333333333333,3.15174832978723,3,2.5,3.49251736989844,4.33763127219002,5,3.11026931181865,3.48850044019513,3,5,30,3.90685846749693
4.58658813642987,2,2,4,3.62460158215293,5,4,5,3,4,4.18075727347649,5,31,1.46281105745584
2.21203862914123,2.5,3,5,5,4.05823704154653,3.87244626503211,5,4,5,2,5,32,3.19004635885358
1,2,2.7461869078178,2.85486278995594,3.98309861688169,5,3,3.65917077012569,4,3.81925377538963,4,4.33333333333333,33,2.49267418961972
4,4,2.5,3,5,3.72684442820032,4,1,3.47572555157987,3.71291000150946,2.37112325149129,5,34,4.31521963141859
4,3,3.5,4,3.4821927960524,2.68531266103268,4,2.88356138105758,4.07000977814266,1,3.5,5,35,3.31188722234219
1.95817947164516,4,3.49108573386122,4,3.84772157294211,4.3273880834539,4,4,3,4,2.26390181206687,5,36,1.22492260672152
