"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
2.91682839688429,3.5,2.90580098250707,3,3,2.83296201252682,1.72822698706049,2,2,4,4,3,1,4.80152229312807
4,4,4.0474484134518,3.48273970056859,2.7394396506024,2,2.30585469111765,3.52928060223125,3,3.50615921423179,3.51191763715177,4,2,4.84614212345332
2.8144036560172,3,2,2,4.00859030090912,4.17453293550214,4,4.08292289354137,3,4,4,4,3,1.72216250095516
4,3,3,2.78119692040656,3.03333111422216,3.7734930791708,2,3.45407426809621,4,0.121623240524128,3,3,4,2.93346153479069
4,3,2.46778282650923,1.87613495506023,2,3.27731111729117,2,4,3,1.30968861306275,2,3.5,5,4.92952691856772
4,2.5,2.72752716140673,3,4.1918222894588,4.5,4,4.59245795179022,3.30215719810937,3.97744597631947,3.89354562410239,3,6,2.09160451218486
1,3.5,3,2,2,3.94882379289506,2,1.29558679526531,2.07467123668201,3.0367752581828,3,4,7,1.50082776881754
2,2,3,3,3.09681067570886,3.96408227110701,2,2.97690082254769,3.59555874932688,2,4,4,8,4.41328105237335
2.56816844356699,2,2,3.01115742239648,4.8098286973267,3.67587216715838,4,4,3,3.39956851763884,3,2.5,9,3.76815885305405
4,2,2.5,3,3,4.7022869506846,3.84991406933414,4.14445930509122,2.26353504321217,4.1630033853366,4,4,10,4.3377716653049
1.76672360803035,2,2,4,4.5,4,2.32554845439905,3.01178078116834,3.70227180856051,3.7202332571866,5.09283124015607,4,11,1.76497044041753
2.34076802642583,3.5,3.94412997138914,3.05809329109925,4,3.57295280408436,3,3,4,3.80558699461134,3,3.5,12,3.9271464375779
4,3,2.0404342066617,3.25879490134141,2,3.91073311938318,2.16880979648883,3.00392707214076,2,3.84863435891998,3.40670301940568,3.5,13,1.37072809692472
2,3,2,3.03612433663974,3,4,2.48124151181537,3,3.384923874281,2.19632013133984,3.81167248280182,4,14,3.35146963223815
3.36095597154731,3,3,4.20815942089678,2.66499810822634,3,2.5,3.64396879852218,3,3.19545821961612,3,4,15,1.81037687789649
3.3798974006485,4,4,3.00530317454076,3.15200671431186,3.22812341180826,3,2.61765319557063,3,3,2,4,16,3.68761715572327
