"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
1,1,0.633078980425624,5,4.23727079743012,5,4.93769502951993,4,3.8714999581374,4,4.77685210470786,1.33333333333333,1,3.93450415227562
3.25666539947899,1,1,5,5,4.09748377016601,5,5,2,5.191981551782,5,2,2,2.23805273789912
3,1.5,3.53781771689284,4,2.6673103780466,4,5,4,4.08993732291596,5,3.40257047134621,1.5,3,2.8221750613302
2,1,1,3,4.99422817537807,4.88602037350839,5,4,4.63674302257397,5,3.96250265439446,2,4,4.14334503188729
2,2,2,4,3.81956330672309,2.74793042808217,4.5,3.40677769507239,4.62542059853579,4.00905300517872,2.5,2,5,3.30622407980263
2,1.5,5,4.17368564416715,5,4,4,3,3,4.93594137259475,2.58144185096118,2,6,2.13137415237725
3,1,1,4.47510452522567,5,4.6384396476623,4.39645985418868,4,2,5,5,2,7,3.28304410260171
4.10287134360479,2.33333333333333,2.79853883213605,3,4,4.61640009117553,4,5.01433830454217,4,4.22141737380614,4.5,2,8,4.46048626769334
3,2.5,2.59273532964623,2.15943812654815,3.17870796515436,5,5,3,3,4,5.00725625289761,3,9,4.56353455781937
2,2.5,2.11266192344438,2.44739011524743,4,4.1235604756982,4,3,2,2.65130099007878,3,2,10,4.87281600292772
3,1,2,4,4,3.63606514401479,4,4,2.81397604225727,3.1422866042538,4,2,11,4.27885398082435
3.49921499885925,2,1.84858403966811,4.75364603094654,4,2.88714827737276,4.01806221808146,3,3.64116063286892,5,5.08919662180654,2.66666666666667,12,1.87381648179144
3.15012264170873,2,2,3,4,4,4.03321382556325,2.80325252408541,2,4,3.39209434206898,2,13,1.14038512483239
3,2.5,2,4,4,3,4,3.50802125621438,3.36049554220666,3.19605280069226,4.02016658145507,2,14,1.95510339271277
3.00101315490356,2,2,2.99711927502966,4.00233702084167,4.27593172835338,4.39731316023861,4,4.40754123233105,3.89281613087082,5,2,15,4.74195772781968
3.00249299485294,2,1.82703453717357,4.55594956009151,4,4,3.26309319251527,2,2.29157711819971,4,2.55951997634014,2,16,1.66081745922565
2,2,1,2,5,5,4.97329102608257,2.68409847328443,3.13084776863732,5,3.99185863469982,1,17,4.80330155882984
2,1,2,4.01184586098815,4,4.07413312491771,5.59952324392796,3.5,2,5,3.639279814158,2,18,2.96284845564514
2.72753545821217,2,2,2,3.07639561202532,3.90876236614052,4,4,4,2.74560691780102,4,2,19,1.79227316752076
2.99827949959282,2,4,3.21654342072383,4,3.88313358652999,4,3.5,5.16608461506275,4.00896130453959,2.57513282949825,3,20,1.37740500830114
3.7682417452761,2,1.5,3,4,3.89639684678396,4,4,2,2.10623345335046,4,2,21,2.09019291680306
1.37515743571174,2,2.79695549618012,4,4.00661163101487,2.84485834112686,3.70432249068395,4.38406678260192,3,2,4.00175311222845,2,22,3.79258398618549
4.00749754639403,1,1,2.78319951281479,5,4.17446524154214,4,3.06063206958182,4,1.18637516626208,4,1.5,23,4.01275943405926
2,2,2,4,5,3.99140941858527,4.83786348743853,3.14195270145217,1.66696146333145,4,4,2,24,1.99574066139758
2,2,1,4,4.5,4,4.61590477834991,4.2297558943982,1.75599637299593,2.82227716145382,5,1.5,25,4.73412983119488
2,1,1.5,2.78246589746447,4.72591604825778,3.99487403149271,4.5,3,3.87110498176484,4.32789074672547,4.5832502851387,2,26,2.0853148214519
3.07074572778568,2,1.76509180222475,3.32883985599245,4,5.3505987274102,3.6873639574246,4,3,4,5,1,27,1.36160687729716
2,2,2.94958169862075,4.33544512797453,4.00060893028223,4,4.82642422809187,3,4,4,3.43645243878922,1.5,28,4.3076304262504
3.08723666345947,2,2,4.88856881960344,3.88447529595033,4.188722231958,2.22836369208063,4,3,4,3.97624258230904,2,29,4.70713188964874
3.99660126786375,2,2,4,4,5.43704670198956,5.32272732247119,4,3.76528377172721,5,4,1.5,30,2.80233310442418
2,2,1,2.0283562308674,4.00770734997362,3.99927166412094,3.75129561855644,2,4,4,3.04727858083896,2,31,3.00312158185989
2,2,1.98375598435548,4.96370403881762,5,3.88079371173888,5.67903731569009,4,4,5,2.85384348311492,2,32,2.78337440546602
2.62868823296888,2,1.65486584789516,4,4.51409305946613,4.05418989143616,4,5,3,4,5,2,33,1.89301115460694
2,2.33333333333333,1.40685815426291,1.14963614684212,4,4.77307299937055,4,4,3,2.10649967595361,4.79381534912039,2,34,2.1864085579291
2,1,2,2.8470771438362,4,3.99372179430031,5,3.7408014038475,4,3.54333831419161,5.63446285577934,1.5,35,1.38338173739612
4.00688394306806,2,2,2,5,4.00516670166937,4.37280296329066,2.46222071385907,2.38212683631149,4,3.61857695607747,2,36,4.88379814755172
2,2,1,4,4.77152301687353,4.67547000700994,4.5,4.5,2.25085808875325,2.18606834105695,4.83015375924864,1.5,37,3.07887309510261
5.23350457317866,2,1,2,4.50611026154363,4,4,3.15684642165861,2,3,4,1.5,38,2.6344566559419
3.08672327247334,2,4,4,2.42881156045426,4,4,4,2,3.49055625336652,3.10761905065178,2,39,1.2478553596884
2.86798496115007,2,0.675523822408963,3,4.78595440214638,4,4,3.51149023500924,2,4,4,1,40,3.96304298471659
4.00895845380049,2,2,4.06551092330767,2.60077477170008,4,4.04563567333549,3.25686925160886,4,3.5,4.00142595095075,2,41,3.04186740797013
2,2,2,4.44938720347808,4.76286519366712,4.21818282711665,4,4.72755247553232,3.57932388330513,4,4,3,42,2.53657190408558
3.00119045663608,2,1.81345698359187,3.29923940155661,4,3.74548425418095,4,3.44787885973064,3.22388814904234,2.52892722472876,4,3,43,3.44857410155237
