"E_Assert","N_Depr","N_EmoVol","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","E_EnerLev","C_Prdctv","A_Trust","N_Anxty","E_Scblty","count","satisfaction"
4,1,1,4,4,4,5,3.76698195860171,2.90457985337664,3.38714139109812,2,5,1,2.57647277414799
1.62610966810663,3,2.87450075298166,5,6.0064013708661,4,4,3.01680558868349,2.81220784982048,5,4.5,1,2,1.53425091970712
1.53329929751256,3,4,3,3.44952309616246,3.2953823307049,5,2,2,3,4,2,3,4.72899232432246
3.0015384578262,2,4,4,4,2.36911172761418,3.42757272086291,4.32995892772035,4,4,2,2,4,2.33074026461691
5,1,1,5.66233224099144,5,3.78174272990378,6.32313258638678,5,5,4.68060163974979,1,3.69582835503327,5,2.01937560737133
4.75032665193495,1,2,5,5,5,4.6785083020043,4.99942463257705,4.15135931608521,5,3,5,6,2.91945800557733
2.63546481827028,1,1,4,5,4.45824125794318,3,3,4,3.79342604661851,1.5,5,7,3.02446474507451
3.22900346146586,3,2,3,3.5550182724286,5,3.69425313376596,2.21955580184462,2.12776376958292,5,3,5,8,4.32631729636341
1.42241644264897,2,2,4.17492912275421,4.30605773916654,4,3,3,4,4.66595693059707,2,3,9,4.33529806230217
2.2886975037011,2,3,3.3550567604176,4,2,4,4,4,2.22554910170806,3,3.00496565868168,10,4.90317018330097
4,2,2.5,3.68929876719537,5.16950660643228,4,3,3.95183762335978,3,4,3.42126557345057,3,11,1.58146791346371
3.50010328983154,2.5,2.91567034735885,3,4,2.33678769869407,3.45041857771577,2.46936089634904,1,3,2.5,2.78775304773949,12,3.46971310954541
4,2,4,3.06099335278002,5.03539165195949,3.57158976302145,3,4,3,3.54983458099795,4,2.92140708181864,13,3.857362838462
2.49971941738051,1,0.825726800623629,4,4.5,3.72840205725414,4.79399936799369,1.95174853994255,2,4.33351446076073,2.33333333333333,4.62286051578048,14,2.27537421137094
2.57313281333428,3,3,3.32200754436026,3.53822396618212,3,3,3,4.50814697564742,3,3,3,15,4.97525857295841
