"O_AesSens","N_Depr","N_EmoVol","O_IntCur","C_Org","A_Rspct","C_Rspnbl","A_Cmpn","O_CrtvImag","C_Prdctv","A_Trust","N_Anxty","count","satisfaction"
5,1,1.87497404063865,4.38178549783507,4,4,1,5.02740811634524,5,2.36807176731503,1,3.5,1,3.62857322674245
4,1.5,2.550784537689,4.70440131621381,3.19882654716754,2.92408277704222,4,4.5,4,1.7528005155151,3.22450374893766,2,2,2.26808564551175
3.22061733500917,1.5,2,3,3.5,4.08668242846686,5.4228216888465,4,4,5.49734765791852,2.50042897374089,2,3,4.99480603635311
3,2,0.997969662320179,2.26081045648973,4,5.23772420620854,3.63165626985398,5,3.19601219678174,4,3.85919775788081,2,4,3.87519057746977
1.99872155812824,2,2.01136826095477,3.86300076773745,4,5,3.84217859697666,3.37634626953098,3,3.99452399752217,2,2,5,1.90291770454496
3.08827660802577,2,2,4,3.5,5.38483136499884,4.59229948100836,4,4,3.89993951165595,4,2,6,3.18194285221398
2.00959054782614,2,2,3.34663248670465,4,4.02210355055669,3.99315719437294,4,4,2.72699236385966,2.37114831263098,2,7,3.41845769621432
3,1.5,2,4.31042694592066,4,4.22233080154914,4,4,4,4.49151477121719,4,2,8,4.79491918347776
3.45068789644672,2,1.42492473086044,3,4,4,3.69622050012179,2.87349490981159,4,4,4,2,9,1.93437335733324
1.99536135571824,2,2,4,4.62272216496194,4.65871769616591,3.99866358744269,4,2.7548257724637,4,3.99979371827355,2,10,4.1427988242358
3,2,1.46933860076867,4.00514354542114,3.65504993453478,4.00683613668685,4,4.15628166238586,4.25435516589688,4,3.33360448082906,2.5,11,3.68076361063868
2.99876039484571,2,2,2.26352784850608,4.65511940277731,4.6495159657086,4,4,3.75282357405273,3,3.99958511962838,2.5,12,4.90403006691486
3.1349251351095,2,2.91793212398748,4,4,4,4,4.16901069579214,4,5.07407528742863,4,2.5,13,4.1050621625036
4,2,2,3.34100095231509,4.70126275058317,3.07742252677075,4,4,4,3.99456401020656,4,2,14,4.08639956917614
3.32394549736074,2,1.09803993065965,3.61194445304015,4,4,3.65582990603065,2,4,3.98916305794926,5.39502867395208,2,15,4.64171974547207
2.72582384569659,2,3,3.97497611742303,4,4,3.99602715507357,5.31672352618194,4,4.51045762165509,3.83262747773905,2.5,16,1.86311491020024
3.3185269021793,2,2,3.99721221433874,4,4,3.93277643653798,4,4.29612584488997,4,3.41784791806139,2,17,2.06000496353954
3.76090005102283,2,3,3.41367217990572,4,5.11132922245918,5.93485308950196,4,4,2,4,2,18,4.0815082769841
3,2,1.41522862448517,3.14946901374058,4.92235065921027,5.06720847137014,4,4,3,4,2.15580831166031,2,19,3.01472623553127
4.59188022493071,2,1.84138416869677,2.69665085392597,3.85482336971415,4,3.99227480542719,3.88973335292788,4,4,3.69808240335468,2.33333333333333,20,1.75213998742402
1.47141737933853,3,3,4,1.55817791717837,4,4,4.33109623259675,4,4,4,4,21,2.44775023497641
4,2,2.54214820101367,3.16922554897036,4,3.55319932726562,4.01271290023596,4,4,2.19690469421395,3.37115781639664,3,22,1.17185146082193
3.60715581608434,2,2.97979884209699,4,4,4,4,4,3,2.92642363296585,4.74588932402731,3,23,2.19899239577353
2.99383948072981,2,2.38675948804657,2.48229922821693,4,4.15414018646882,4.612464627967,4,4.49572190999364,3.58878108284892,4.46481998087395,2,24,1.85172243975103
3.22946615134233,3,2.17857333160577,3.54918736289519,3.5,3.84273771231776,4.52574351015651,4,3,3.36464919372188,4.45953435360097,3.33333333333333,25,4.05527536105365
3.12732681249236,2,2,2.87755801177946,3.9661737378385,4,3.89807411037407,4,3.5,4,2.70363375291597,2,26,2.23638161271811
4.19143669759273,2,3,4,4,3.99356382808665,3.42936072612052,3,3,3.98968980536632,2.38460875041699,2,27,3.07420494779944
3.1845874782627,2.5,3,2.07582823505894,3.96722713460608,3.82714253486144,3.50496684493299,3.5,3.5,2.67306956470561,3.06153236988183,3,28,4.68973380420357
3.49469951746088,3.5,3,4,4,6.04911103266699,3.98724132201746,2,4.43300613072825,4.06716227154925,3,4,29,3.7318871198222
1.9533948138062,2,3.24438337731492,4.55683611416541,4,4,3.98797824337552,4.19600659095034,4,2.57045513130632,4,3.5,30,2.93912184331566
4,2,2,5.34929811868294,3.53267977291007,4.47329354076475,4,4,3.4389818038839,4,4,2,31,1.68698119278997
2.69643793919202,2,1.99287497587661,4,4,3.90940410015159,4,4,4.36897453206449,2.76983056241194,4,2,32,4.31350055150688
4,1,2,4,3.37489153830076,3.57168576960198,4,4.02782661305724,2.83818774288346,4,3.99994600364824,2,33,4.49271296616644
4,2,2.00683884633939,4,4,2.95891465000236,4,3.23397241093003,2.86536219146391,4.96797860534774,4,2,34,3.11007861234248
3.25796491516375,2,1.84149546796974,4,4.41566970953048,5,4,2.73842227245723,4,4,4,3,35,3.27776790037751
4,2,2.02146095442607,2.81082101037282,4,4,4,3.43959923716314,4,1.16977758460242,4.28682042790851,2,36,2.67506828252226
4.4523053576377,2,2,3.99382408620222,3.35960102727904,4.60889329331806,3.49771275277234,4,4,3.60606596015432,4.32520245571601,2,37,3.55539548117667
3,2,2,4.29180777285468,4,4.18270760913746,4.32916076325609,4,4,5.46382416146541,4,2,38,1.80839602649212
4,2,2,5.01767334483997,4,3,4,4,4,3.29511240046764,3.20239665261231,2,39,4.00962985306978
